ISO,1997,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2010
ARM,,,,,,16,,,,,,
BEN,,,,,,5,,,,,,
BTN,,,,,,12,,,,,,
BOL,,,,,30,,,31.7,,,,
BRA,,,,,,,,,,,52.6,
BFA,,,,,,2.3,,,,,,
BDI,,0.1,,,,,,,,,,
KHM,,,,,,,7.6,,,,,
CMR,,,,23.3,,,,,,,,
CPV,,,,,23.2,,,,,,,
COL,,,,,,30.3,,,,,,
COG,,,,,,,,5,,,,
CIV,,,,,19,,,,,,,
DOM,,,45.8,,,,,,,,,
SLV,,,,,,42.2,,,,,,
GAB,,,,,,,,44.5,,,,
GHA,,12.7,,,,,,,,,,
GTM,,,39,,,,,,34.6,,,
GIN,,,,,,1.9,,,,,,
IND,,,,,,,,2.4,,,,3.9
IDN,,,,,6.2,,,,,,,
JOR,,,,,53.6,,,,,,,
KAZ,,,,,,34.2,,,,,,
LSO,,,,,16.9,,,,,,,
LBR,,,,,,,,,,0.5,,
MDG,,,,,,,,0,,,,
MWI,,,,,,,1.7,,,,,
MLI,,,,,,,,,2.8,,,
MEX,,,,,,,56.8,,,,,
MAR,,27.2,,,,,,,,,,
MOZ,,,,,,1.5,,,,,,
NPL,,,,,,4.7,,,,,,
NIC,,27.3,,23.2,,,,26,,,,
NER,,,,,,,,5.1,,,,
NGA,,,,,,,4.5,,,,,
PAK,,,,,,,,4.9,,,,
PAN,39.9,,,,,,,,,,,
PRY,,,,,33.6,,,,,,,
PER,,,,,35.6,,,,38.7,,,
PHL,,,,,,20.6,,,,,,
SEN,,,,4.6,,,,,,,,
SLE,,,,,,3,,,,,,
ZAF,,,33.9,,,,,,,,,
LKA,,,,,15.9,,,,,,,
TJK,,,,,,6.3,,,,,,
THA,,,,,45.4,,,,,,,
TLS,,,,5.3,,,,,,,,
TGO,,,,,,,,,6.1,,,
TUR,,,,,50.3,,,,,,,
UGA,,,,,,,,5.6,,,,
VNM,,,,,,,6.3,,9.2,,,
ASE,,,,,,,,3.65,,,,3.9
SAM,,,,,,,,2.4,,,,3.9
SAE,,,,,,,,2.31885,,,,2.91263
# Series: EECYTODM,,,,,,,,,,,,
"# Name: Youth employment by economic class, developing middle class, Total",,,,,,,,,,,,
"# Definition: The share of developing middle class (between US$4 and US$13, PPP) male and female youth in total employment",,,,,,,,,,,,
# Source: International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,
