ISO,2004,2005,2006,2008,2009,2010
ARG,,,,,42.9,
ARM,,,,,22.2,
BOL,,,81.7,,,
BRA,,,,,31.7,
CHN,,,,,,17.1
COL,,,,,,54.7
CRI,,,,,35,
CIV,,,,68,,
DOM,,,,,35.3,
ECU,,,,,60.9,
EGY,,,,,49,
SLV,,,,,57.1,
HND,,,,,70.6,
IND,,,,,87.1,
IDN,,,,,56.5,
KGZ,,,,,50.6,
LBR,,,,,,57.1
MKD,,,,,,8
MUS,,,,,13.8,
MEX,,,,,42.9,
NAM,,,,30.7,,
NIC,,,,57.9,,
PAK,,,,,80,
PAN,,,,,51.5,
PRY,,,,,72,
PER,,,,,66.6,
PHL,,,,61.8,,
MDA,,,,,9.8,
RUS,,,,,,22.2
SRB,,,,,,3.9
ZAF,,,,,,19.4
LKA,,,,,62.6,
TZA,,79.7,,,,
THA,,,,,,21.2
TUR,,,,,26.5,
UGA,,,,,,87.5
UKR,,,,,4.1,
URY,,,,,36.9,
VEN,,,,,39.9,
VNM,,,,,58.7,
ZMB,,,,76.7,,
ZWE,48.2,,,,,
AAE,,,,,,19.15
AME,,,,,49.4846,
LMA,,,,,52.475,
ASE,,,,,76.5667,
UMA,,,,,,20.7167
EAM,,,,,,17.1
LCM,,,,,42.9,
LMM,,,,,57.1,
SAM,,,,,80,
UMM,,,,,,17.1
EAE,,,,,,11.1181
LCE,,,,,32.3119,
LMW,,,,,59.1559,
SAE,,,,,74.5819,
UMW,,,,,,11.8577
# Series: MSIETOIE,,,,,,
"# Name: Informal employment in manufacturing, Total",,,,,,
"# Definition: Informal employment in manufacturing, total (Share of informal employment by kind)",,,,,,
# Source: Informal Economy 2012 Country Data,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,
