ISO,1997,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2010
ARM,,,,,,5.8,,,,,,
BEN,,,,,,43,,,,,,
BTN,,,,,,25.1,,,,,,
BOL,,,,,20.6,,,16.7,,,,
BRA,,,,,,,,,,,3.3,
BFA,,,,,,52.8,,,,,,
BDI,,84.2,,,,,,,,,,
KHM,,,,,,,34.3,,,,,
CMR,,,,8.6,,,,,,,,
CPV,,,,,16.4,,,,,,,
COL,,,,,,17.9,,,,,,
COG,,,,,,,,48.7,,,,
CIV,,,,,21.6,,,,,,,
DOM,,,5.2,,,,,,,,,
SLV,,,,,,12.4,,,,,,
GAB,,,,,,,,2.5,,,,
GHA,,33.5,,,,,,,,,,
GTM,,,9.8,,,,,,6.3,,,
GIN,,,,,,55.4,,,,,,
IND,,,,,,,,36.7,,,,28.8
IDN,,,,,27.5,,,,,,,
JOR,,,,,1.1,,,,,,,
KAZ,,,,,,2.5,,,,,,
LSO,,,,,34.5,,,,,,,
LBR,,,,,,,,,,82.3,,
MDG,,,,,,,,62.8,,,,
MWI,,,,,,,67.7,,,,,
MLI,,,,,,,,,49.1,,,
MEX,,,,,,,1.4,,,,,
MAR,,5.4,,,,,,,,,,
MOZ,,,,,,70.8,,,,,,
NPL,,,,,,48.5,,,,,,
NIC,,11.4,,13.5,,,,11.6,,,,
NER,,,,,,,,46.4,,,,
NGA,,,,,,,58.7,,,,,
PAK,,,,,,,,18.7,,,,
PAN,12.5,,,,,,,,,,,
PRY,,,,,17.9,,,,,,,
PER,,,,,10.7,,,,7.9,,,
PHL,,,,,,20.5,,,,,,
SEN,,,,44.2,,,,,,,,
SLE,,,,,,50.7,,,,,,
ZAF,,,9.6,,,,,,,,,
LKA,,,,,11.9,,,,,,,
TJK,,,,,,32.7,,,,,,
THA,,,,,1.3,,,,,,,
TLS,,,,48.1,,,,,,,,
TGO,,,,,,,,,36,,,
TUR,,,,,1.1,,,,,,,
UGA,,,,,,,,45.5,,,,
VNM,,,,,,,25.7,,19.7,,,
ASE,,,,,,,,27.7,,,,28.8
SAM,,,,,,,,18.7,,,,28.8
SAE,,,,,,,,29.3965,,,,21.5087
# Series: EECTMAEP,,,,,,,,,,,,
"# Name: Employment by economic class extremely poor, Male",,,,,,,,,,,,
"# Definition: The share of extremely poor (<US$1.25, PPP) males in total employment",,,,,,,,,,,,
# Source: International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,
