ISO,1997,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2010
ARM,,,,,,15.5,,,,,,
BEN,,,,,,4.9,,,,,,
BTN,,,,,,13,,,,,,
BOL,,,,,28.6,,,31.6,,,,
BRA,,,,,,,,,,,53,
BFA,,,,,,2.4,,,,,,
BDI,,0.2,,,,,,,,,,
KHM,,,,,,,7,,,,,
CMR,,,,28.8,,,,,,,,
CPV,,,,,21.1,,,,,,,
COL,,,,,,27.1,,,,,,
COG,,,,,,,,5.5,,,,
CIV,,,,,16.8,,,,,,,
DOM,,,41.5,,,,,,,,,
SLV,,,,,,38.8,,,,,,
GAB,,,,,,,,45.2,,,,
GHA,,14.6,,,,,,,,,,
GTM,,,37.2,,,,,,34.8,,,
GIN,,,,,,1.4,,,,,,
IND,,,,,,,,2.6,,,,4
IDN,,,,,4,,,,,,,
JOR,,,,,54.2,,,,,,,
KAZ,,,,,,32.6,,,,,,
LSO,,,,,14.3,,,,,,,
LBR,,,,,,,,,,0.8,,
MDG,,,,,,,,0,,,,
MWI,,,,,,,2.2,,,,,
MLI,,,,,,,,,2.2,,,
MEX,,,,,,,56.5,,,,,
MAR,,27.7,,,,,,,,,,
MOZ,,,,,,2.7,,,,,,
NPL,,,,,,4.2,,,,,,
NIC,,24.9,,19.2,,,,22.6,,,,
NER,,,,,,,,4.6,,,,
NGA,,,,,,,3.7,,,,,
PAK,,,,,,,,4.7,,,,
PAN,37.3,,,,,,,,,,,
PRY,,,,,27.8,,,,,,,
PER,,,,,36.2,,,,38.5,,,
PHL,,,,,,14.8,,,,,,
SEN,,,,4.5,,,,,,,,
SLE,,,,,,3.5,,,,,,
ZAF,,,36.1,,,,,,,,,
LKA,,,,,13.8,,,,,,,
TJK,,,,,,6.5,,,,,,
THA,,,,,42.8,,,,,,,
TLS,,,,5.4,,,,,,,,
TGO,,,,,,,,,4.6,,,
TUR,,,,,51.6,,,,,,,
UGA,,,,,,,,5.4,,,,
VNM,,,,,,,6.5,,9.3,,,
ASE,,,,,,,,3.65,,,,4
SAM,,,,,,,,2.6,,,,4
SAE,,,,,,,,2.4465,,,,2.98732
# Series: EECYMADM,,,,,,,,,,,,
"# Name: Youth employment by economic class, developing middle class, Male",,,,,,,,,,,,
"# Definition: The share of developing middle class (between US$4 and US$13, PPP) male youth in total employment",,,,,,,,,,,,
# Source: International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,
