ISO,1997,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2010
ARM,,,,,,48.5,,,,,,
BEN,,,,,,21.6,,,,,,
BTN,,,,,,28.8,,,,,,
BOL,,,,,22.7,,,22.4,,,,
BRA,,,,,,,,,,,12,
BFA,,,,,,13.2,,,,,,
BDI,,3.1,,,,,,,,,,
KHM,,,,,,,26.5,,,,,
CMR,,,,42.1,,,,,,,,
CPV,,,,,30.5,,,,,,,
COL,,,,,,28.5,,,,,,
COG,,,,,,,,17.6,,,,
CIV,,,,,30.6,,,,,,,
DOM,,,19.8,,,,,,,,,
SLV,,,,,,21.2,,,,,,
GAB,,,,,,,,33.3,,,,
GHA,,28.6,,,,,,,,,,
GTM,,,25.5,,,,,,23.5,,,
GIN,,,,,,12.1,,,,,,
IND,,,,,,,,17.7,,,,25.3
IDN,,,,,25.6,,,,,,,
JOR,,,,,19.5,,,,,,,
KAZ,,,,,,35.4,,,,,,
LSO,,,,,26.2,,,,,,,
LBR,,,,,,,,,,4.2,,
MDG,,,,,,,,11,,,,
MWI,,,,,,,7.1,,,,,
MLI,,,,,,,,,15.5,,,
MEX,,,,,,,12,,,,,
MAR,,38.3,,,,,,,,,,
MOZ,,,,,,6.6,,,,,,
NPL,,,,,,19.4,,,,,,
NIC,,33.1,,36.4,,,,36.8,,,,
NER,,,,,,,,20.2,,,,
NGA,,,,,,,17.8,,,,,
PAK,,,,,,,,31.3,,,,
PAN,12.7,,,,,,,,,,,
PRY,,,,,26.2,,,,,,,
PER,,,,,24,,,,26.2,,,
PHL,,,,,,30.9,,,,,,
SEN,,,,18.9,,,,,,,,
SLE,,,,,,14.1,,,,,,
ZAF,,,21.8,,,,,,,,,
LKA,,,,,39.5,,,,,,,
TJK,,,,,,29.2,,,,,,
THA,,,,,36.3,,,,,,,
TLS,,,,23.6,,,,,,,,
TGO,,,,,,,,,26.6,,,
TUR,,,,,30.1,,,,,,,
UGA,,,,,,,,18,,,,
VNM,,,,,,,31.8,,37.4,,,
ASE,,,,,,,,24.5,,,,25.3
SAM,,,,,,,,17.7,,,,25.3
SAE,,,,,,,,16.5799,,,,18.8948
# Series: EECTFENP,,,,,,,,,,,,
"# Name: Employment by economic class, near poor, Female",,,,,,,,,,,,
"# Definition: The share of near poor (between US$2 and US$4, PPP) females in total employment",,,,,,,,,,,,
# Source: International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,
