ISO,1997,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2010
ARM,,,,,,27.3,,,,,,
BEN,,,,,,30.1,,,,,,
BTN,,,,,,27.4,,,,,,
BOL,,,,,8.3,,,11.2,,,,
BRA,,,,,,,,,,,3.2,
BFA,,,,,,27.6,,,,,,
BDI,,10.9,,,,,,,,,,
KHM,,,,,,,28.4,,,,,
CMR,,,,26.1,,,,,,,,
CPV,,,,,20.1,,,,,,,
COL,,,,,,12.2,,,,,,
COG,,,,,,,,19.9,,,,
CIV,,,,,23.2,,,,,,,
DOM,,,3.1,,,,,,,,,
SLV,,,,,,7.6,,,,,,
GAB,,,,,,,,12,,,,
GHA,,23.8,,,,,,,,,,
GTM,,,9.9,,,,,,11.4,,,
GIN,,,,,,23.2,,,,,,
IND,,,,,,,,37.1,,,,37.3
IDN,,,,,35.1,,,,,,,
JOR,,,,,6.8,,,,,,,
KAZ,,,,,,16.1,,,,,,
LSO,,,,,19.6,,,,,,,
LBR,,,,,,,,,,9.7,,
MDG,,,,,,,,22.5,,,,
MWI,,,,,,,20.2,,,,,
MLI,,,,,,,,,25.3,,,
MEX,,,,,,,4.8,,,,,
MAR,,23.2,,,,,,,,,,
MOZ,,,,,,16.8,,,,,,
NPL,,,,,,25.7,,,,,,
NIC,,17.4,,15.9,,,,15.1,,,,
NER,,,,,,,,27.2,,,,
NGA,,,,,,,20.9,,,,,
PAK,,,,,,,,41.1,,,,
PAN,3.4,,,,,,,,,,,
PRY,,,,,15.1,,,,,,,
PER,,,,,14.5,,,,13.3,,,
PHL,,,,,,17.3,,,,,,
SEN,,,,23.7,,,,,,,,
SLE,,,,,,21,,,,,,
ZAF,,,11.6,,,,,,,,,
LKA,,,,,25.5,,,,,,,
TJK,,,,,,31.1,,,,,,
THA,,,,,10.6,,,,,,,
TLS,,,,27.4,,,,,,,,
TGO,,,,,,,,,30.3,,,
TUR,,,,,7.5,,,,,,,
UGA,,,,,,,,27,,,,
VNM,,,,,,,32,,30.6,,,
ASE,,,,,,,,39.1,,,,37.3
SAM,,,,,,,,37.1,,,,37.3
SAE,,,,,,,,32.1101,,,,27.8567
# Series: EECYFEMP,,,,,,,,,,,,
"# Name: Youth employment by economic class, moderately poor, Female",,,,,,,,,,,,
"# Definition: The share of moderately poor (between US$1.25 and US$2, PPP) female youths in total employment",,,,,,,,,,,,
# Source: International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,
