ISO,1997,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2010
ARM,,,,,,5.8,,,,,,
BEN,,,,,,49.5,,,,,,
BTN,,,,,,33.8,,,,,,
BOL,,,,,25.6,,,19.3,,,,
BRA,,,,,,,,,,,4.3,
BFA,,,,,,59.1,,,,,,
BDI,,87.7,,,,,,,,,,
KHM,,,,,,,37.7,,,,,
CMR,,,,11.3,,,,,,,,
CPV,,,,,23.5,,,,,,,
COL,,,,,,24.1,,,,,,
COG,,,,,,,,58.6,,,,
CIV,,,,,28.8,,,,,,,
DOM,,,6,,,,,,,,,
SLV,,,,,,18.2,,,,,,
GAB,,,,,,,,4.3,,,,
GHA,,42.8,,,,,,,,,,
GTM,,,10.5,,,,,,14,,,
GIN,,,,,,68.6,,,,,,
IND,,,,,,,,38.9,,,,32.4
IDN,,,,,32.6,,,,,,,
JOR,,,,,1.2,,,,,,,
KAZ,,,,,,3.3,,,,,,
LSO,,,,,41.1,,,,,,,
LBR,,,,,,,,,,85.9,,
MDG,,,,,,,,67.7,,,,
MWI,,,,,,,69.9,,,,,
MLI,,,,,,,,,55.6,,,
MEX,,,,,,,2.5,,,,,
MAR,,6.1,,,,,,,,,,
MOZ,,,,,,69.1,,,,,,
NPL,,,,,,48.4,,,,,,
NIC,,14.3,,17.7,,,,14.9,,,,
NER,,,,,,,,49,,,,
NGA,,,,,,,72.6,,,,,
PAK,,,,,,,,19,,,,
PAN,19.9,,,,,,,,,,,
PRY,,,,,23,,,,,,,
PER,,,,,13.9,,,,8.9,,,
PHL,,,,,,25.7,,,,,,
SEN,,,,50,,,,,,,,
SLE,,,,,,58.8,,,,,,
ZAF,,,17.1,,,,,,,,,
LKA,,,,,15.6,,,,,,,
TJK,,,,,,34.9,,,,,,
THA,,,,,1.7,,,,,,,
TLS,,,,50.8,,,,,,,,
TGO,,,,,,,,,45.5,,,
TUR,,,,,1.3,,,,,,,
UGA,,,,,,,,45.3,,,,
VNM,,,,,,,31.1,,24,,,
ASE,,,,,,,,28.95,,,,32.4
SAM,,,,,,,,19,,,,32.4
SAE,,,,,,,,31.0702,,,,24.1973
# Series: EECYMAEP,,,,,,,,,,,,
"# Name: Youth employment by economic class, extremely poor, Male",,,,,,,,,,,,
"# Definition: The share of extremely poor (<US$1.25, PPP) male youths in total employment",,,,,,,,,,,,
# Source: International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,
