ISO,1997,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2010
ARM,,,,,,15.7,,,,,,
BEN,,,,,,6.8,,,,,,
BTN,,,,,,19.2,,,,,,
BOL,,,,,32.9,,,35.3,,,,
BRA,,,,,,,,,,,48.6,
BFA,,,,,,4.7,,,,,,
BDI,,1.2,,,,,,,,,,
KHM,,,,,,,9.3,,,,,
CMR,,,,31,,,,,,,,
CPV,,,,,30.2,,,,,,,
COL,,,,,,32,,,,,,
COG,,,,,,,,10.2,,,,
CIV,,,,,21.9,,,,,,,
DOM,,,46.2,,,,,,,,,
SLV,,,,,,43.5,,,,,,
GAB,,,,,,,,50.6,,,,
GHA,,16,,,,,,,,,,
GTM,,,38.1,,,,,,51.6,,,
GIN,,,,,,4.5,,,,,,
IND,,,,,,,,4.9,,,,6.5
IDN,,,,,6.3,,,,,,,
JOR,,,,,53.3,,,,,,,
KAZ,,,,,,42.3,,,,,,
LSO,,,,,18.6,,,,,,,
LBR,,,,,,,,,,1.1,,
MDG,,,,,,,,0.1,,,,
MWI,,,,,,,2.6,,,,,
MLI,,,,,,,,,5.4,,,
MEX,,,,,,,55,,,,,
MAR,,34.4,,,,,,,,,,
MOZ,,,,,,2.7,,,,,,
NPL,,,,,,6.1,,,,,,
NIC,,31.3,,26.3,,,,27.8,,,,
NER,,,,,,,,6.6,,,,
NGA,,,,,,,6,,,,,
PAK,,,,,,,,7.6,,,,
PAN,40.5,,,,,,,,,,,
PRY,,,,,32.6,,,,,,,
PER,,,,,40.6,,,,42.2,,,
PHL,,,,,,20.7,,,,,,
SEN,,,,7.4,,,,,,,,
SLE,,,,,,6.1,,,,,,
ZAF,,,41.1,,,,,,,,,
LKA,,,,,20.7,,,,,,,
TJK,,,,,,7.5,,,,,,
THA,,,,,43.7,,,,,,,
TLS,,,,5.7,,,,,,,,
TGO,,,,,,,,,8.4,,,
TUR,,,,,55.7,,,,,,,
UGA,,,,,,,,7.2,,,,
VNM,,,,,,,11,,14.5,,,
ASE,,,,,,,,6.25,,,,6.5
SAM,,,,,,,,4.9,,,,6.5
SAE,,,,,,,,4.4751,,,,4.85439
# Series: EECTMADM,,,,,,,,,,,,
"# Name: Employment by economic class, developing middle class, Male",,,,,,,,,,,,
"# Definition: The share of developing middle class (between US$4 and US$13, PPP) males in total employment",,,,,,,,,,,,
# Source: International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,
