ISO,1990,1995,2000,2005,2010
AFG,32.49,37.37,26.67,15.13,7.66
ALB,0,0,0,0,0
DZA,0,0,0,0,0
AND,0,0,0,0,0
AGO,66.3,86.82,113.92,158.64,84.84
ATG,0,0,0,0,0
ARG,0.04,0.02,0.01,0,0
ARM,0.05,0.02,0.01,0,0
AUS,0,0,0,0,0
AUT,0,0,0,0,0
AZE,0.06,0.03,0.01,0,0
BHS,0,0,0,0,0
BHR,0,0,0,0,0
BGD,4.8,3.46,1.9,1.12,0.44
BRB,0,0,0,0,0
BLR,0,0,0,0,0
BEL,0,0,0,0,0
BLZ,3.56,2.75,2.34,1.67,1.08
BEN,114.6,117.1,134.59,169.26,145.92
BTN,13.19,10.01,5.56,2.72,1.15
BOL,2.1,1.37,0.73,0.5,0.3
BIH,0,0,0,0,0
BWA,7.52,10.07,20.27,24.31,10.32
BRA,0.28,0.19,0.11,0.08,0.05
BRN,0,0,0,0,0
BGR,0,0,0,0,0
BFA,137.26,182.2,219.35,275.64,215.33
BDI,178.9,225.89,314.59,251.84,181.65
KHM,73.52,65.94,43.15,21.29,12.92
CMR,107.46,138.31,187,207.53,115.47
CAN,0,0,0,0,0
CPV,0,0,0,0,0
CAF,135.42,164.15,217.74,269.18,162
TCD,67.41,72.17,89.34,115.23,87.74
CHL,0,0,0,0,0
CHN,0.01,0.01,0.01,0,0
COL,0.55,0.46,0.28,0.21,0.11
COM,91.92,122.74,162.15,136.19,79.76
COG,151.67,189.44,237.8,219.08,114.54
CRI,0.03,0.01,0.01,0,0
CIV,108.19,115.51,129.91,188.11,141.49
HRV,0,0,0,0,0
CUB,0,0,0,0,0
CYP,0,0,0,0,0
CZE,0,0,0,0,0
PRK,0.06,0.03,0.01,0.01,0
COD,133.23,151.16,189.91,225.27,143.56
DNK,0,0,0,0,0
DJI,14.36,21.69,33.51,32.39,25.82
DMA,0,0,0,0,0
DOM,0.2,0.15,0.09,0.1,0.06
ECU,0.61,0.53,0.43,0.25,0.12
EGY,0.07,0.05,0,0,0
SLV,0.05,0.02,0.01,0,0
GNQ,157.69,206.73,222.54,132.36,123.45
ERI,46.51,60.91,89.9,84.1,65.63
EST,0,0,0,0,0
ETH,93.28,115.53,110.45,67.97,59.41
FJI,0,0,0,0,0
FIN,0,0,0,0,0
FRA,0,0,0,0,0
GAB,132.66,139.59,158.99,174.24,111.61
GMB,78.14,91.93,96.1,131.5,122.8
GEO,0.04,0.02,0.01,0,0
DEU,0,0,0,0,0
GHA,77.26,80.63,92.53,138.59,92.7
GRC,0,0,0,0,0
GRD,0,0,0,0,0
GTM,2.47,1.57,0.89,0.65,0.39
GIN,155.16,155.07,188.78,212.91,151.51
GNB,159.38,150.71,160.7,191.7,185.67
GUY,3.38,2.94,2.08,1.73,1.18
HTI,20.81,18.27,17.9,14.27,9.16
HND,0.55,0.46,0.34,0.29,0.21
HUN,0,0,0,0,0
ISL,0,0,0,0,0
IND,18.32,15.34,11.07,7.8,3.65
IDN,12.76,9.84,7.39,5.68,3.2
IRN,0.04,0.03,0.02,0.01,0.01
IRQ,0.06,0.03,0.01,0.01,0
IRL,0,0,0,0,0
ISR,0,0,0,0,0
ITA,0,0,0,0,0
JAM,0,0,0,0,0
JPN,0,0,0,0,0
JOR,0,0,0,0,0
KAZ,0,0,0,0,0
KEN,91.65,115.34,110.41,72.74,58.95
KIR,0,0,0,0,0
KWT,0,0,0,0,0
KGZ,0.06,0.03,0.01,0.01,0
LAO,40.91,34.46,27.15,18.46,10.72
LVA,0,0,0,0,0
LBN,0,0,0,0,0
LSO,0,0,0,0,0
LBR,119.37,142.25,179.07,213.14,172.52
LBY,0.07,0.06,0.06,0.06,0
LTU,0,0,0,0,0
LUX,0,0,0,0,0
MKD,0,0,0,0,0
MDG,60.39,57.86,66.36,100.89,95.98
MWI,130.08,150.88,96.29,101.3,75.58
MYS,0.63,0.35,0.19,0.13,0.07
MDV,0,0,0,0,0
MLI,183.95,196.47,235.51,287.8,228.78
MLT,0,0,0,0,0
MHL,0,0,0,0,0
MRT,29.66,35.91,54.4,80.7,49.41
MUS,1.57,0.96,0,0,0
MEX,0.04,0.02,0.01,0,0
FSM,0,0,0,0,0
MNG,0,0,0,0,0
MNE,0,0,0,0,0
MAR,2.97,2.32,1.8,1.35,0
MOZ,214.74,234,279.97,248.36,201.89
MMR,113.87,99.25,81.95,67.33,44.52
NAM,14.99,17.66,27.2,44.06,25.08
NPL,8.72,6.53,3.96,2.97,1.95
NLD,0,0,0,0,0
NZL,0,0,0,0,0
NIC,1.04,0.76,0.46,0.32,0.22
NER,87.27,90.46,106.61,134.97,133.14
NGA,132.68,155.58,165.06,195.86,162.44
NOR,0,0,0,0,0
OMN,0.06,0.04,0.04,0,0
PAK,6.77,5.96,4.43,2.94,1.91
PAN,0.21,0.16,0.1,0.08,0.04
PNG,72.66,70.31,54.97,48.88,31.61
PRY,0.04,0.02,0.01,0,0
PER,0.18,0.16,0.09,0.05,0.03
PHL,0.72,0.63,0.52,0.41,0.26
POL,0,0,0,0,0
PRT,0,0,0,0,0
QAT,0,0,0,0,0
KOR,0.04,0.02,0.01,0,0
MDA,0,0,0,0,0
ROU,0,0,0,0,0
RUS,0,0,0,0,0
RWA,142.15,182.89,184.74,155.89,98.22
LCA,0,0,0,0,0
VCT,0,0,0,0,0
WSM,0,0,0,0,0
STP,104.6,92.32,99.01,92.14,88.81
SAU,0.07,0.06,0.05,0.04,0.02
SEN,107.79,135.52,159.42,188.2,100.57
SRB,0,0,0,0,0
SYC,0,0,0,0,0
SLE,161.79,182.12,231.2,266.2,141.97
SGP,0,0,0,0,0
SVK,0,0,0,0,0
SVN,0,0,0,0,0
SLB,38.3,34.73,22.92,16.81,12.9
SOM,117.96,138.57,176.51,196.03,112.05
ZAF,1.08,1.49,3.41,2.88,1.21
ESP,0,0,0,0,0
LKA,0.28,0.29,0.22,0.15,0.09
SDN,57.21,65.12,85.13,72.4,41.1
SUR,2.23,2.55,2.23,1.22,0.57
SWZ,30.93,37.55,48.82,28.64,25.06
SWE,0,0,0,0,0
CHE,0,0,0,0,0
SYR,0.11,0.08,0.06,0.04,0
TJK,0.39,0.47,0.39,0.29,0.22
TZA,190.63,184.06,193.93,111.25,90.95
THA,2.93,1.74,1.03,0.68,0.38
TLS,65.95,54.23,44.94,31.98,22.06
TGO,110.93,108.08,103.82,139.08,136.83
TON,0,0,0,0,0
TTO,0,0,0,0,0
TUN,0,0,0,0,0
TUR,0.06,0.02,0.01,0,0
TKM,0.08,0.04,0.02,0.01,0
UGA,108.25,142.39,194.42,204.28,113.03
UKR,0,0,0,0,0
ARE,0.05,0.04,0,0,0
GBR,0,0,0,0,0
USA,0,0,0,0,0
URY,0,0,0,0,0
UZB,0.06,0.03,0.01,0.01,0
VUT,6.12,5.03,3.57,3.36,1.71
VEN,0.19,0.15,0.1,0.1,0.05
VNM,21.14,16.76,8.57,1.54,0.97
YEM,16.81,20.22,28.99,40.19,19.89
ZMB,176.04,214.99,293.35,220.79,131.45
ZWE,25.19,32.71,70,89.71,56.55
HIA,3.03673,3.97865,4.28154,2.54615,2.37442
LIA,96.8651,108.543,125.097,130.71,96.9797
LMA,30.972,34.1313,39.4054,40.2226,26.1148
UMA,4.54192,5.11635,6.36442,7.86135,4.53135
HIM,0,0,0,0,0
LIM,108.25,115.53,110.41,131.5,95.98
LMM,3.38,2.94,2.08,1.54,0.97
UMM,0.01,0.01,0,0,0
