ISO,2005,2008,2010,2012
AFG,10,3.7037,7.40741,12
ALB,5.26316,6.66667,6.66667,6.7
DZA,10.5263,10.8108,3.57143,3.1
AND,33.3333,37.5,33.3333,25
AGO,5.71429,6.25,27.7778,29
ATG,15.3846,9.09091,11.1111,11.1
ARG,8.33333,23.0769,20,17.6
ARM,0,5.88235,11.1111,10.5
AUS,20,24.1379,23.3333,20.7
AUT,35.2941,38.4615,38.4615,46.2
AZE,15,6.66667,2.94118,2.9
BHS,26.6667,8.33333,0,0
BHR,8.69565,4.34783,10.7143,11.5
BGD,8.33333,8.33333,16,14.3
BRB,29.4118,27.7778,5.55556,11.8
BLR,10,6.45161,3.22581,3.4
BEL,21.4286,23.0769,33.3333,41.7
BLZ,6.25,18.1818,0,0
BEN,19.0476,22.2222,13.3333,30.8
BTN,0,0,0,0
BOL,6.66667,23.5294,20,45.5
BIH,11.1111,0,0,6.3
BWA,26.6667,27.7778,11.7647,0
BRA,11.4286,11.4286,7.14286,27
BRN,9.09091,7.14286,0,0
BGR,23.8095,23.5294,17.6471,18.8
BFA,14.8148,14.2857,17.8571,12
BDI,10.7143,29.6296,28.5714,34.8
KHM,7.14286,6.89655,9.67742,4.9
CMR,11.1111,11.6279,11.7647,14
CAN,23.0769,16,29.7297,26.9
CPV,18.75,35.7143,53.3333,47.1
CAF,10,12.5,12,20.7
TCD,11.5385,17.2414,6.89655,12.1
CHL,16.6667,40.9091,45.4545,18.2
CHN,6.25,8.57143,11.5385,11.5
COL,35.7143,23.0769,21.4286,33.3
COM,,8.3,0,20
COG,14.7059,13.1579,13.5135,13.5
CRI,25,29.4118,35,29.2
CIV,17.0732,12.5,12.5,13.9
HRV,33.3333,23.5294,15.7895,19
CUB,16.2162,18.75,25,22.6
CYP,0,18.1818,9.09091,27.3
CZE,11.1111,12.5,17.6471,13.3
PRK,,0,5.71429,0
COD,12.5,12.1212,12.5,0
DNK,33.3333,36.8421,42.1053,39.1
DJI,5.26316,9.09091,10.5263,13
DMA,0,21.4286,20,13.3
DOM,14.2857,14.2857,8.69565,13
ECU,14.2857,35.2941,32.5,40
EGY,5.88235,6.45161,9.375,10.3
SLV,35.2941,38.8889,15.3846,11.1
GNQ,4.54545,14,3.7037,8.8
ERI,17.6471,17.6471,25,23.5
EST,15.3846,23.0769,8.33333,8.3
ETH,5.88235,9.52381,7.40741,9.7
FJI,9.09091,8.33333,9.09091,11.1
FIN,47.0588,57.8947,63.1579,50
FRA,17.6471,46.6667,26.3158,20.8
GAB,11.7647,16.6667,20.6897,14.3
GMB,20,27.7778,31.25,31.3
GEO,22.2222,17.6471,5.55556,15.8
DEU,46.1538,33.3333,33.3333,33.3
GHA,11.7647,15.9091,21.6216,18.4
