ISO,1990,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,,,,,,,,,21,,,,,
ARM,,,,,,,19.3,,,,,21.3,,,,,18,,,
AZE,,,,,,,,,,,,,22.2,,,,,,,
BGD,,,,13.9,,,14.6,,,,14.4,,,14.8,,,,15,,
BEN,,,19.3,,,,,19.6,,,,,19.6,,,,,,20.6,
BFA,,,,,,18,,,,18.3,,,,,,,18.4,,,
BDI,,,,,,,,,,,,,,,,,20.2,,,
KHM,,,,,,,19.8,,,,,19.9,,,,,20.1,,,
CMR,,,,,17.7,,,,,,17.5,,,,,,,18.1,,
TCD,,,,16.5,,,,,,,16.7,,,,,,,,,
COM,,,18.8,,,,,,,,,,,,,,,,18.8,
CIV,,,,,19.3,,,,,,,,,,,,,,20.6,
COD,,,,,,,,,,,,,,17.8,,,,,,17.9
EGY,,18.4,,,,,18.4,,,,,18.6,,,18.8,,,,,
ERI,,17.7,,,,,,,18.1,,,,,,,,,,,
ETH,,,,,,,17.3,,,,,16.5,,,,,,17.5,,
GAB,,,,,,,18.1,,,,,,,,,,,,20,
GHA,,,,,18.8,,,,,18.6,,,,,18.3,,,,,
GIN,,,,,,17.1,,,,,,17,,,,,,,17.7,
IND,,,,,,16.9,,,,,,,17,,,,,,,
IDN,,,,,,,,,,,,,,18.1,,,,,18.1,
JOR,18,,,18.8,,,,,19,,,,,19.4,,19.9,,,20.9,
KAZ,,17.9,,,,24.2,,,,,,,,,,,,,,
KEN,,,,,18.5,,,,,18.9,,,,,18.9,,,,,
KGZ,,,,17.7,,,,,,,,,,,,,,,19.6,
LSO,,,,,,,,,,,18.4,,,,,18.7,,,,
LBR,,,,,,,,,,,,,,18,,,,,,18.3
MDG,,,,18,,,,,,,18.7,,,,18.5,,,,,
MWI,,,,,,,17.7,,,,17.8,,,,,,17.5,,,
MLI,,,16.6,,,,,17.1,,,,,17.1,,,,,,17.5,
MRT,,,,,,,18.5,,,,,,,,,,,,,
MAR,,,,,,,,,,22.7,,,,,,,,,,
MOZ,,,,17.5,,,,,,17.5,,,,,,,,18.5,,
NER,,,,,15.9,,,,,,,,16.5,,,,,,16.7,
NGA,18.5,,,,,18.3,,,,17.3,,,,,18.3,,,,,18
MDA,,,,,,,,,,,,19.7,,,,,,,,
RWA,,,,,,,20.8,,,,,20.8,,,,,21.4,,,
STP,,,,,,,,,,,,,,,18.4,,,,,
SEN,,,,19.6,,,,,,,,19.9,,,,,21.5,,,
SLE,,,,,,,,,,,,,,,17.8,,,,,17.9
ZAF,,,,,23.1,,,,,,,,,,,,,,,
SDN,18.3,,,,,,,,,,,,,,,,,,,
SWZ,,,,,,,,,,,,,23.1,,,,,,,
TJK,,,,,,,,,,,,,,,,,,,20.9,
TZA,,,18.6,,,18.6,,,,,18.6,,,,,,18.8,,,
TGO,,,,,18.8,,,,,,,,,,,,,,,
TUR,,,,,19.1,,,,,,,,,,,,,,,
TKM,,,,,,,19.6,,,,,,,,,,,,,
UGA,,17.4,,,,,17.6,,,,,,17.3,,,,,17.4,,
UKR,,,,,,,,,,,,,,21.1,,,,,,
UZB,,,17.2,,,,,,,,,,,,,,,,,
YEM,,,,16.8,,,,,,,,,,,,,,,,
ZMB,,,17.2,,,,,,17.4,,,,,17.5,,,,,,
ZWE,,,,,,18.5,,,,,,18.2,,,,,18,,,
# Series: FEMAGEPE,,,,,,,,,,,,,,,,,,,,
"# Name: Median age at first marriage, female, primary education",,,,,,,,,,,,,,,,,,,,
"# Definition: The median age at first marriage is the median age of women at first marriage if subject throughout their lives to the age-specific marriage rates of first marriages only in a given year (ages 25-49), by highest educational level of respondent",,,,,,,,,,,,,,,,,,,,
# Source: DHS Household Surveys,,,,,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,,,,
