ISO,2004,2005,2006,2008,2009,2010
ARG,,,,,78.8,
ARM,,,,,58.3,
BOL,,,92.5,,,
BRA,,,,,68.6,
CHN,,,,,,38.3
COL,,,,,,77.6
CRI,,,,,63,
CIV,,,,76,,
DOM,,,,,75.4,
ECU,,,,,90,
EGY,,,,,92.4,
SLV,,,,,80.8,
HND,,,,,93.9,
IND,,,,,97.3,
IDN,,,,,92.5,
KGZ,,,,,84.3,
LBR,,,,,,59.1
MKD,,,,,,45.8
MUS,,,,,21.3,
MEX,,,,,79.6,
NAM,,,,70.3,,
NIC,,,,86.2,,
PAK,,,,,96.2,
PAN,,,,,49.8,
PRY,,,,,92.5,
PER,,,,,79.3,
PHL,,,,88,,
MDA,,,,,60.4,
SRB,,,,,,30.2
ZAF,,,,,,51.6
LKA,,,,,93.2,
TZA,,83.8,,,,
THA,,,,,,46.7
TUR,,,,,56.3,
UGA,,,,,,75.5
UKR,,,,,44.1,
URY,,,,,54.9,
VEN,,,,,68.6,
VNM,,,,,91,
ZMB,,,,83.1,,
ZWE,67.1,,,,,
AAE,,,,,,42.5
AME,,,,,75.0154,
LMA,,,,,82.7167,
ASE,,,,,95.5667,
UMA,,,,,,48.3667
EAM,,,,,,38.3
LCM,,,,,78.8,
LMM,,,,,92.4,
SAM,,,,,96.2,
UMM,,,,,,45.8
EAE,,,,,,24.8781
LCE,,,,,58.6706,
LMW,,,,,72.8914,
SAE,,,,,84.3673,
UMW,,,,,,25.9054
# Series: CSIEMAIE,,,,,,
"# Name: Informal employment in construction, Male",,,,,,
"# Definition: Informal employment in construction, male (Share of informal employment by kind)",,,,,,
# Source: Informal Economy 2012 Country Data,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,
