ISO,2004,2005,2006,2008,2009,2010
ARG,,,,,48.2,
ARM,,,,,20.7,
BOL,,,81.7,,,
BRA,,,,,39,
CHN,,,,,,21.8
COL,,,,,,70.5
CRI,,,,,48.6,
CIV,,,,66.8,,
DOM,,,,,44.1,
ECU,,,,,65.7,
EGY,,,,,77.2,
SLV,,,,,71.9,
HND,,,,,75.9,
IND,,,,,84.5,
IDN,,,,,77.9,
KGZ,,,,,70,
LBR,,,,,,54.2
MKD,,,,,,16.5
MUS,,,,,18.6,
MEX,,,,,57.1,
NAM,,,,35.9,,
NIC,,,,75.7,,
PAK,,,,,84.9,
PAN,,,,,53.5,
PRY,,,,,55.8,
PER,,,,,83.4,
PHL,,,,85.5,,
MDA,,,,,16.1,
RUS,,,,,,10.1
SRB,,,,,,3.1
ZAF,,,,,,34.6
LKA,,,,,74.9,
TZA,,74.4,,,,
THA,,,,,,49.8
TUR,,,,,35,
UGA,,,,,,67.9
UKR,,,,,5.5,
URY,,,,,29.2,
VEN,,,,,58.9,
VNM,,,,,72.7,
ZMB,,,,68.4,,
ZWE,23.7,,,,,
AAE,,,,,,35.8
AME,,,,,56.2538,
LMA,,,,,59.8333,
ASE,,,,,81.4333,
UMA,,,,,,32.7167
EAM,,,,,,21.8
LCM,,,,,55.8,
LMM,,,,,72.7,
SAM,,,,,84.5,
UMM,,,,,,21.8
EAE,,,,,,14.8681
LCE,,,,,40.0112,
LMW,,,,,61.9677,
SAE,,,,,73.3367,
UMW,,,,,,15.9923
# Series: TRIETOIE,,,,,,
"# Name: Informal employment in transportation, Total",,,,,,
"# Definition: Informal employment in transportation, total (Share of informal employment by kind)",,,,,,
# Source: Informal Economy 2012 Country Data,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,
