ISO,1990,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,,,,,,,,,99.1,,,,,
ARM,,,,,,,98.2,,,,,96.5,,,,,99.8,,,
AZE,,,,,,,,,,,,,95.9,,,,,,,
BGD,,,,100,,,100,,,,100,,,99.9,,,,,,
BEN,,,57.4,,,,,82,,,,,80.5,,,,,,72.2,
BOL,,,,,67.6,,,,,83.9,,,,,89.7,,,,,
BRA,,,99.5,,,,,,,,,,,,,,,,,
BFA,,,,,,67.7,,,,84.8,,,,,,,95.5,,,
BDI,,,,,,,,,,,,,,,,,99.1,,,
KHM,,,,,,,92,,,,,98.1,,,,,99.4,,,
CMR,,,,,51.1,,,,,,72.1,,,,,,,81.4,,
TCD,,,,30.9,,,,,,,43.9,,,,,,,,,
COL,99.9,99.6,,,,,99.9,,,,,99.8,,,,,99.8,,,
COM,,,96.6,,,,,,,,,,,,,,,,97.4,
COG,,,,,,,,,,,,96.6,,,,,,,,
CIV,,,,,74.9,,,,,,,,,,,,,,89.9,
COD,,,,,,,,,,,,,,78.6,,,,,,87.8
DOM,,,99.1,,,99.8,,,99.2,,,,,98.9,,,,,,99.6
EGY,,99.5,,,,,99.9,,,,,99.6,,,99.9,,,,,
ERI,,40.1,,,,,,,74.3,,,,,,,,,,,
ETH,,,,,,,82.3,,,,,75.7,,,,,,95.3,,
GAB,,,,,,,91,,,,,,,,,,,,95.7,
GHA,,,,,82.8,,,,,94.7,,,,,92.9,,,,,
GTM,,60.1,,,,61.7,,,,,,,,,,,,,,
GIN,,,,,,56.3,,,,,,87,,,,,,,86.5,
GUY,,,,,,,,,,,,,,,,95.1,,,,
HTI,,,,,,,97.1,,,,,,99.8,,,,,,100,
HND,,,,,,,,,,,,99.6,,,,,,99.7,,
IND,,,,,,98,,,,,,,98.6,,,,,,,
IDN,,,,91.8,,,,,,96.3,,,,95.5,,,,,95.9,
JOR,99.7,,,99.9,,,,,100,,,,,99.6,,100,,,100,
KAZ,,98.8,,,,99,,,,,,,,,,,,,,
KEN,,,,,96.8,,,,,84.3,,,,,85.9,,,,,
KGZ,,,,99.7,,,,,,,,,,,,,,,99.5,
LSO,,,,,,,,,,,94.5,,,,,97.8,,,,
LBR,,,,,,,,,,,,,,71.8,,,,,,97
MDG,,,,52.3,,,,,,,67.5,,,,87.4,,,,,
MWI,,,,,,,97.7,,,,97.8,,,,,,99.2,,,
MDV,,,,,,,,,,,,,,,,98.8,,,,
MLI,,,41.5,,,,,71.4,,,,,69.9,,,,,,75.7,
MRT,,,,,,,52.7,,,,,,,,,,,,,
MAR,,,,,,,,,,99.8,,,,,,,,,,
MOZ,,,,42.6,,,,,,86.2,,,,,,,,95.8,,
NAM,,,,,,,93.3,,,,,,97.4,,,,,,,
NPL,,,95.9,,,,,98.9,,,,,99.8,,,,,99.9,,
NIC,,,,,93.9,,,97.2,,,,,,,,,,,,
NER,,,,,74.4,,,,,,,,67.6,,,,,,82.9,
NGA,20.2,,,,,,,,,61.6,,,,,40.9,,,,,66.7
PAK,,,,,,,,,,,,,92,,,,,,96.6,
PRY,95.1,,,,,,,,,,,,,,,,,,,
PER,,,91.6,,,,96.1,,,,98.3,,,99.2,,98.9,99.5,99.3,,
PHL,,,,,95.4,,,,,97.1,,,,,95.6,,,,,98.5
MDA,,,,,,,,,,,,99.1,,,,,,,,
RWA,,,,,,,97.4,,,,,97.2,,,98.8,,99.7,,,
STP,,,,,,,,,,,,,,,98.7,,,,,
SEN,,,,76.2,,,,,,,,89,,,,,84.8,,,
SLE,,,,,,,,,,,,,,,65,,,,,92.9
ZAF,,,,,94.3,,,,,,,,,,,,,,,
SWZ,,,,,,,,,,,,,99.8,,,,,,,
TJK,,,,,,,,,,,,,,,,,,,94.5,
TZA,,,74.8,,,91.5,,,,,95.5,,,,,,96.7,,,
TLS,,,,,,,,,,,,,,,,65.5,,,,
TGO,,,,,93.5,,,,,,,,,,,,,,,
TUR,,,,,96.8,,,,,,,,,,,,,,,
TKM,,,,,,,99.4,,,,,,,,,,,,,
UGA,,87.5,,,,,94.6,,,,,,89.7,,,,,94.7,,
UKR,,,,,,,,,,,,,,98.5,,,,,,
UZB,,,91.9,,,,,,,,,,,,,,,,,
VNM,,,,97.6,,,,,98.9,,,,,,,,,,,
YEM,,,,66.9,,,,,,,,,,,,,,,,
ZMB,,,97.1,,,,,,98.8,,,,,97.7,,,,,,
ZWE,,,,,,98.6,,,,,,98.6,,,,,98.9,,,
# Series: KNCOFELQ,,,,,,,,,,,,,,,,,,,,
"# Name: Knowledge of contraceptive methods, female, lowest income quintile",,,,,,,,,,,,,,,,,,,,
"# Definition: Knowledge of contraceptive methods, any method, by household wealth index",,,,,,,,,,,,,,,,,,,,
# Source: DHS Household Surveys,,,,,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,,,,
