ISO,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2007
DZA,,,,,,4.1,,,,,
ARG,,,,,,,18.2,,,,
AUT,,,,,29.5,,,,,,
BEL,,,,,15,,,,,,
BLZ,,,,,,,,8.1,,,
BWA,,,,,,,,,33.9,,
CPV,,,,,,,,,50.5,,
CHL,,,,,,,,,,,29.9
COM,,,,,,,,,32.6,,
CIV,,,,,,10.1,,,,,
CYP,,,,,,,,25.5,,,
DNK,,,,,8.7,,,,,,
DOM,,,10.2,,,,,,,,
ECU,,,,,25.4,,,,,,
EGY,,,,,5.2,,,,,,
ETH,,,,,,,18.7,,,,
FIN,,,,,10.8,,,,,,
FRA,,,,,,,,,,,23.1
GMB,,,,,,,8.3,,,,
GEO,,,,,,,,,29.1,,
DEU,,,,,8.8,,,,,,
GRC,,,,,25.1,,,,,,
GTM,,,,,,,,7.8,,,
GIN,,,,,,5.7,,,,,
HUN,,,,,23.9,,,,,,
IND,,,,,,10.9,,,,,
IRL,,,,,10.7,,,,,,
ITA,,,,,,,,,,,32.2
JOR,,3,,,,,,,,,
KGZ,,,,,,,12.3,,,,
LAO,,,,9.1,,,,,,,
LBN,,,7.1,,,,,,,,
LSO,,,,,30.8,,,,,,
LUX,,,,,19.6,,,,,,
MDG,,,,,,,,,,15.3,
MYS,,,,,,,,,,13.1,
MLI,,,,,,,,,,3.1,
MAR,4.4,,,,,,,,,,
MOZ,,,,,23.1,,,,,,
MMR,,,,,,,,15,,,
NPL,,,,,,,8.1,,,,
NLD,,,,,7.8,,,,,,
NIC,,,,,,18.1,,,,,
NOR,,,,12.9,,,,,,,
PAN,,,,,,29.3,,,,,
PHL,,,,,,,10.8,,,,
PRT,,,,23.2,,,,,,,
KNA,,,,,27.9,,,,,,
WSM,,,,1.7,,,,,,,
SAU,,,,0.8,,,,,,,
SEN,,,,9.1,,,,,,,
SRB,,,,,,,18.1,,,,
SYC,,,,,,,14.2,,,,
ESP,,,,,,,,,,,28.8
SWE,,,,,10,,,,,,
TZA,,,,,,,,19.7,,,
THA,,,,,,,,27.4,,,
TTO,,,,,,,,,14.7,,
GBR,,,,,,,,,,,18.8
URY,,,,,18.1,,,,,,
VNM,,,,,,8.8,,,,,
ZMB,,,,,19.2,,,,,,
ASE,,,,,,10.9,,,,,
SAM,,,,,,10.9,,,,,
SAE,,,,,,8.13972,,,,,
# Series: AGHOFFAO,,,,,,,,,,,
"# Name: Agricultural holders, Female",,,,,,,,,,,
# Definition: Female share of agricultural holders as a share of total agricultural holders. An agricultural holder is defined as the person or group of persons who makes the major decisions regarding resource use and exercises management control over the agricultural holding operation.,,,,,,,,,,,
# Source: World Bank World DataBank Gender Statistics,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,
