ISO,1996,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,,,,,,18.3,,,,,
AZE,,,,,,,,,,0.8,,,,,,,
BEN,,,,,37.9,,,,,68.3,,,,,56.8,,
BOL,,,,,,,9.4,,,,,10.9,,,,,
BFA,,,,,,,39.6,,,,,,,72.4,,,
BDI,,,,,,,,,,,,,,77,,,
KHM,,,,46.7,,,,,66.6,,,,,62.9,,,
CMR,,,,,,,,35.6,,,,,,,29.1,,
TCD,,,,,,,,17.3,,,,,,,,,
COL,,,,,,,,,,,,,,54.8,,,
COM,,,,,,,,,,,,,,,,58.3,
COG,,,,,,,,,42.7,,,,41.7,,58.8,,
CIV,,,,,,,,,41.9,,,,,,41.4,,
COD,,,,,,,,,,,36,,,,,,
DOM,61.1,,,,,62.7,,,,,63.9,,,,,,61.5
EGY,,,,,,,,,12.8,,,,,,,,
ERI,,,,,,33.2,,,,,,,,,,,
ETH,,,,,,,,,23.5,,,,,,30.8,,
GAB,,,,,,,,,,,,,,,,43,
GHA,,,,,,,58,,,,,58.8,,,,,
GIN,,,,,,,,,65,,,,,,,58.5,
GUY,,,,,,,,,,,,,34.8,,,,
HTI,,,,26.9,,,,,76.2,,,,,,,78.4,
HND,,,,,,,,,54.9,,,,,,56.2,,
IND,,,,,,,,,10,,,,,,,,
IDN,,,,,,1,,,,,,,,,,,
JOR,,,,,,9.4,,,,,26.2,,,,,,
KEN,,,,,,,27.2,,,,,40.9,,,,,
LSO,,,,,,,,45.6,,,,,65.1,,,,
LBR,,,,,,,,,,,37,,,,,,60.1
MDG,,,,,,,14.3,,,,,39,,,,,
MWI,,,,50.6,,,,39.3,,,,,,59.8,,,
MLI,,,,,25.8,,,,,48.2,,,,,,42.7,
MAR,,,,,,,20,,,,,,,,,,
MOZ,,,,,,,31.1,,,,,,46.3,,46.3,,
NAM,,,,43.5,,,,,,59.1,,,,,,,
NPL,,,,,18.5,,,,,34.9,,,,,50.1,,
NIC,,,,,29.3,,,,,,,,,,,,
NER,,,,,,,,,,49.9,,,,,,43.6,
NGA,,,,,,,30.8,,,,,31,,,,,37.5
PAK,,,,,,,,,,,,,,,,6.9,
PER,,,,,,,,8,,,19.3,,25.8,28.7,29.7,28.7,
PHL,,,,,,,13.2,,,,,13,,,,,12.9
RWA,,,,47.2,,,,,66.9,,,,,73.3,,,
STP,,,,,,,,,,,,64,,,,,
SEN,,,,,,,,,66.3,,,,,60.2,,,
SLE,,,,,,,,,,,,27.6,,,,,56.4
ZAF,,60.4,,,,,,,,,,,,,,,
SWZ,,,,,,,,,,77.7,,,,,,,
TJK,,,,,,,,,,,,,,,,17.4,
TZA,37.7,,36.7,,,,49,62.8,,,46,,,60.4,,,
TLS,,,,,,,,,,,,,8,,,,
TKM,,,,3,,,,,,,,,,,,,
UGA,,,,41.1,,,,41.6,,49.6,,,,,59.9,,
VNM,,,,,,,,,27,,,,,,,,
ZMB,,,,,46.6,,,,,,63.6,,,,,,
ZWE,,,35.6,,,,,,51.4,,,,,60.3,,,
# Series: HIVPRENE,,,,,,,,,,,,,,,,,
"# Name: Knowledge of HIV prevention methods, female, no education",,,,,,,,,,,,,,,,,
"# Definition: The percent of respondents who, in response to a prompted question, say that people can protect themselves from contracting HIV by using condoms or having sex only with one faithful, uninfected partner, by highest educational level of respondent",,,,,,,,,,,,,,,,,
# Source: DHS Household Surveys,,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,
