ISO,2004,2005,2006,2008,2009,2010
ARG,,,,,12.7,
ARM,,,,,54.3,
BOL,,,46.3,,,
BRA,,,,,39.2,
CHN,,,,,,27.3
COL,,,,,,16.2
CRI,,,,,7.9,
CIV,,,,47.4,,
DOM,,,,,4.7,
ECU,,,,,40.3,
SLV,,,,,9.3,
ETH,26,,,,,
HND,,,,,11,
IND,,,,,35,
IDN,,,,,41.2,
KGZ,,,,,41.6,
LSO,,,,45.1,,
LBR,,,,,,51.4
MKD,,,,,,42.1
MDG,,49.9,,,,
MLI,29.7,,,,,
MUS,,,,,33.5,
MEX,,,,,11,
NAM,,,,37.3,,
NIC,,,,8.7,,
PAK,,,,,36.6,
PAN,,,,,22,
PRY,,,,,30.3,
PER,,,,,42.8,
PHL,,,,27.2,,
MDA,,,,,46.8,
RUS,,,,,,47.1
SRB,,,,,,41.7
ZAF,,,,,,24.8
LKA,,,,,38.8,
TZA,,53.8,,,,
THA,,,,,,43.9
TUR,,,,,47.5,
UGA,,,,,,57.7
UKR,,,,,55.2,
URY,,,,,20.3,
VEN,,,,,8.5,
VNM,,,,,52.2,
ZMB,,,,53.1,,
AAE,,,,,,35.6
AME,,,,,20,
LMA,,,,,37.3364,
ASE,,,,,36.8,
UMA,,,,,,32.6667
EAM,,,,,,27.3
LCM,,,,,12.7,
LMM,,,,,38.8,
SAM,,,,,36.6,
UMM,,,,,,27.3
EAE,,,,,,18.0564
LCE,,,,,20.6347,
LMW,,,,,27.5509,
SAE,,,,,30.635,
UMW,,,,,,17.7894
# Series: ASESFEIE,,,,,,
"# Name: Agricultural self-employment, Female",,,,,,
"# Definition: Agricultural self-employment, female (Share of women in employment by type)",,,,,,
# Source: Informal Economy 2012 Country Data,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,
