ISO,1997,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2010
ARM,,,,,,48.3,,,,,,
BEN,,,,,,20,,,,,,
BTN,,,,,,25.9,,,,,,
BOL,,,,,24.9,,,25.4,,,,
BRA,,,,,,,,,,,15.3,
BFA,,,,,,14.6,,,,,,
BDI,,2.9,,,,,,,,,,
KHM,,,,,,,25.1,,,,,
CMR,,,,40.2,,,,,,,,
CPV,,,,,32.2,,,,,,,
COL,,,,,,29.6,,,,,,
COG,,,,,,,,16.4,,,,
CIV,,,,,29.7,,,,,,,
DOM,,,25.3,,,,,,,,,
SLV,,,,,,26.1,,,,,,
GAB,,,,,,,,33.7,,,,
GHA,,24.4,,,,,,,,,,
GTM,,,31.5,,,,,,27.7,,,
GIN,,,,,,10.7,,,,,,
IND,,,,,,,,18.7,,,,23.3
IDN,,,,,24.4,,,,,,,
JOR,,,,,30.4,,,,,,,
KAZ,,,,,,43.4,,,,,,
LSO,,,,,23.5,,,,,,,
LBR,,,,,,,,,,3.6,,
MDG,,,,,,,,9,,,,
MWI,,,,,,,8.1,,,,,
MLI,,,,,,,,,15.8,,,
MEX,,,,,,,16.8,,,,,
MAR,,43,,,,,,,,,,
MOZ,,,,,,7.8,,,,,,
NPL,,,,,,19.3,,,,,,
NIC,,39,,38.5,,,,38.7,,,,
NER,,,,,,,,20.1,,,,
NGA,,,,,,,11.5,,,,,
PAK,,,,,,,,35,,,,
PAN,20.7,,,,,,,,,,,
PRY,,,,,25.8,,,,,,,
PER,,,,,27,,,,30.4,,,
PHL,,,,,,30.3,,,,,,
SEN,,,,15.9,,,,,,,,
SLE,,,,,,14.1,,,,,,
ZAF,,,21.1,,,,,,,,,
LKA,,,,,42,,,,,,,
TJK,,,,,,26.4,,,,,,
THA,,,,,35.8,,,,,,,
TLS,,,,21.5,,,,,,,,
TGO,,,,,,,,,21.9,,,
TUR,,,,,32.9,,,,,,,
UGA,,,,,,,,19.8,,,,
VNM,,,,,,,27.1,,35.2,,,
ASE,,,,,,,,26.85,,,,23.3
SAM,,,,,,,,18.7,,,,23.3
SAE,,,,,,,,17.7249,,,,17.4011
# Series: EECYTONP,,,,,,,,,,,,
"# Name: Youth employment by economic class, near poor, Total",,,,,,,,,,,,
"# Definition: The share of near poor (between US$2 and US$4, PPP) male and female youth in total employment",,,,,,,,,,,,
# Source: International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,
