ISO,1997,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2010
ARM,,,,,,28.9,,,,,,
BEN,,,,,,27.7,,,,,,
BTN,,,,,,25.4,,,,,,
BOL,,,,,9,,,9.4,,,,
BRA,,,,,,,,,,,3.1,
BFA,,,,,,25.7,,,,,,
BDI,,10.1,,,,,,,,,,
KHM,,,,,,,29.2,,,,,
CMR,,,,23.8,,,,,,,,
CPV,,,,,17.8,,,,,,,
COL,,,,,,10.5,,,,,,
COG,,,,,,,,20.5,,,,
CIV,,,,,23.5,,,,,,,
DOM,,,4.3,,,,,,,,,
SLV,,,,,,5.5,,,,,,
GAB,,,,,,,,13.6,,,,
GHA,,24.4,,,,,,,,,,
GTM,,,8.8,,,,,,8.4,,,
GIN,,,,,,23.1,,,,,,
IND,,,,,,,,35.9,,,,38
IDN,,,,,37.2,,,,,,,
JOR,,,,,6.1,,,,,,,
KAZ,,,,,,9.1,,,,,,
LSO,,,,,17.7,,,,,,,
LBR,,,,,,,,,,9.8,,
MDG,,,,,,,,23.6,,,,
MWI,,,,,,,17.6,,,,,
MLI,,,,,,,,,26.3,,,
MEX,,,,,,,3.3,,,,,
MAR,,18.3,,,,,,,,,,
MOZ,,,,,,16.2,,,,,,
NPL,,,,,,25.7,,,,,,
NIC,,13.5,,14,,,,13.4,,,,
NER,,,,,,,,24.5,,,,
NGA,,,,,,,23.4,,,,,
PAK,,,,,,,,40,,,,
PAN,3,,,,,,,,,,,
PRY,,,,,10.5,,,,,,,
PER,,,,,11.8,,,,12.5,,,
PHL,,,,,,18.5,,,,,,
SEN,,,,26.1,,,,,,,,
SLE,,,,,,24.1,,,,,,
ZAF,,,12.4,,,,,,,,,
LKA,,,,,24.2,,,,,,,
TJK,,,,,,31.6,,,,,,
THA,,,,,10.1,,,,,,,
TLS,,,,26.1,,,,,,,,
TGO,,,,,,,,,30.4,,,
TUR,,,,,6.1,,,,,,,
UGA,,,,,,,,25.9,,,,
VNM,,,,,,,29.6,,27.5,,,
ASE,,,,,,,,37.95,,,,38
SAM,,,,,,,,35.9,,,,38
SAE,,,,,,,,31.0962,,,,28.3795
# Series: EECTFEMP,,,,,,,,,,,,
"# Name: Employment by economic class, moderately poor, Female",,,,,,,,,,,,
"# Definition: The share of moderately poor (between US$1.25 and US$2, PPP) females in total employment",,,,,,,,,,,,
# Source: International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,
