ISO,2004,2005,2006,2008,2009,2010
ARG,,,,,63.4,
ARM,,,,,39.3,
BOL,,,83.2,,,
BRA,,,,,43.4,
CHN,,,,,,62.8
COL,,,,,,66.8
CRI,,,,,51.2,
CIV,,,,87.3,,
DOM,,,,,57.1,
ECU,,,,,63.4,
EGY,,,,,84.3,
SLV,,,,,72.9,
HND,,,,,78,
IND,,,,,97.2,
IDN,,,,,89.6,
KGZ,,,,,91.7,
LBR,,,,,,67.1
MKD,,,,,,16.2
MUS,,,,,23.9,
MEX,,,,,58.5,
NAM,,,,48.8,,
NIC,,,,78.1,,
PAK,,,,,99.1,
PAN,,,,,44.4,
PRY,,,,,75.5,
PER,,,,,77.7,
PHL,,,,82.1,,
MDA,,,,,22.2,
SRB,,,,,,7.9
ZAF,,,,,,41.1
LKA,,,,,76,
TZA,,75.4,,,,
THA,,,,,,61.1
TUR,,,,,39.3,
UGA,,,,,,82.2
UKR,,,,,15.2,
URY,,,,,51.2,
VEN,,,,,53,
VNM,,,,,71.2,
ZMB,,,,90,,
ZWE,32.4,,,,,
AAE,,,,,,61.95
AME,,,,,60.7462,
LMA,,,,,68.375,
ASE,,,,,90.7667,
UMA,,,,,,42.65
EAM,,,,,,61.1
LCM,,,,,58.5,
LMM,,,,,75.5,
SAM,,,,,97.2,
UMM,,,,,,41.1
EAE,,,,,,40.3206
LCE,,,,,42.7244,
LMW,,,,,70.8718,
SAE,,,,,84.3818,
UMW,,,,,,39.6926
# Series: TSIEMAIE,,,,,,
"# Name: Informal employment in trade, Male",,,,,,
"# Definition: Informal employment in trade, male (Share of informal employment by kind)",,,,,,
# Source: Informal Economy 2012 Country Data,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,
