ISO,1990,1995,2000,2005,2010
AFG,330.64,873.6,476.21,230.8,649.02
DZA,,438.1,122.74,,
AGO,754.91,44.73,278.88,,
ATG,,1657.33,,,
BGD,,33.16,,,
BLZ,,404.53,2295.48,2.91,
BTN,,,1062.53,,
BIH,,8248.25,,,
BWA,,38.53,,,
BDI,,776.46,144.9,27.6,
KHM,141.54,189.45,77.14,,
TCD,1282.07,13.29,388.09,31.62,
CHL,,,,,116.97
COL,15.88,16.22,184.07,164.57,60.55
CIV,,,,,24.85
HRV,,85.88,,,
PRK,,,78880.5,,
COD,,30.89,190.3,,
DMA,,6.18,,,
ECU,,7.65,,,
SLV,76.28,10.93,12.7,17.88,
ERI,,,41763.8,,
ETH,3208.57,46.8,,,
GEO,,54.47,,,
GHA,,46.45,,,
GTM,47.46,16.62,14.08,328.93,52.32
GIN,,,79.55,,
GUY,,,39.33,1777.5,
HTI,,,,71.54,67522.8
HND,,,,,88.41
ISL,,37.99,,,
IRN,2267.1,25.99,33.09,98.41,
IRQ,267.45,223.77,26.19,1650.11,164.23
ISR,8.92,13.82,6.04,13.83,
JPN,,81.67,,,
LAO,48.4,,,,
LBN,1947.79,29.59,,,
LSO,41.55,,,,
LBR,4434.98,1291.59,56.62,,
MDG,54.27,,,,
MLI,116.42,,,,
MNG,239.62,,,,
MAR,,209.66,,,
MOZ,377.36,,131.91,,
MMR,72.09,91.52,,,
NPL,,38.52,61.57,162.08,
NIC,45.32,,,,113.11
NER,86.5,,,,
PAK,,,,1891.41,139.42
PNG,72.96,,,,
PER,224.6,,,,
PHL,43.39,9.15,10.55,,
RUS,,9.75,6.99,,
RWA,1386.67,8090.92,52.66,,55.94
LCA,,,,,1131.12
WSM,142.87,14.38,22.96,171.48,
SEN,,114.14,,,
SLE,,742.66,121.41,,
SOM,1274.2,215.29,74.86,110.88,891.03
ZAF,76.28,,,,
LKA,833.32,114.6,244.24,,
SDN,544.01,153.09,318.83,130.01,115.23
TJK,,962.98,,,75.21
THA,,117.66,,,
TGO,,,,243.2,
TON,25.34,,,,
TTO,6.82,,,,
TUR,,445.67,,,
UGA,153.95,93.31,172.18,83.45,
UKR,,,5.57,,
LIA,,899.363,,,
LIM,,189.45,,,
LIW,,166.349,,,
WLD,,34.5,351.01,51.79,121.93
HIC,,11.54,0.05,0.15,1.75
# Series: WDDLPCFE,,,,,
"# Name: War and disaster related DALYs, female",,,,,
"# Definition: The mean Disability Adjusted Life Years (DALY) rate per 100,000 attributable to risk factor/mortality cause",,,,,
# Source: Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,
