ISO,1990,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,,,,,,,,,20.8,,,,,
ARM,,,,,,,22.1,,,,,19.7,,,,,,,,
AZE,,,,,,,,,,,,,20.9,,,,,,,
BGD,,,,13.5,,,14,,,,14,,,14.2,,,,14.7,,
BEN,,,18,,,,,18.1,,,,,18.1,,,,,,18.9,
BFA,,,,,,17.6,,,,17.6,,,,,,,17.6,,,
BDI,,,,,,,,,,,,,,,,,19.9,,,
KHM,,,,,,,19.7,,,,,20,,,,,19.7,,,
CMR,,,,,15.3,,,,,,15.3,,,,,,,15.8,,
TCD,,,,15.7,,,,,,,15.7,,,,,,,,,
COM,,,17.8,,,,,,,,,,,,,,,,19.4,
CIV,,,,,17.9,,,,,,,,,,,,,,18.7,
COD,,,,,,,,,,,,,,18.1,,,,,,18.3
EGY,,17.5,,,,,17.3,,,,,17.9,,,18,,,,,
ERI,,16.2,,,,,,,17.4,,,,,,,,,,,
ETH,,,,,,,15.8,,,,,15.8,,,,,,15.9,,
GAB,,,,,,,18,,,,,,,,,,,,19.5,
GHA,,,,,18.5,,,,,18.8,,,,,18.6,,,,,
GIN,,,,,,16.1,,,,,,16,,,,,,,16.5,
IND,,,,,,16,,,,,,,16.3,,,,,,,
IDN,,,,16.9,,,,,,17.1,,,,17.2,,,,,17.2,
JOR,18.6,,,18.9,,,,,19.2,,,,,19.7,,20.2,,,21.9,
KAZ,,21.5,,,,24,,,,,,,,,,,,,,
KEN,,,,,16.6,,,,,17.3,,,,,17.5,,,,,
LSO,,,,,,,,,,,18.1,,,,,17.8,,,,
LBR,,,,,,,,,,,,,,17.8,,,,,,17.8
MDG,,,,16.3,,,,,,,17.2,,,,17.4,,,,,
MWI,,,,,,,17.5,,,,17.3,,,,,,17.1,,,
MLI,,,15.9,,,,,16.1,,,,,16.4,,,,,,17.8,
MRT,,,,,,,16.2,,,,,,,,,,,,,
MAR,,,,,,,,,,19.5,,,,,,,,,,
MOZ,,,,16.5,,,,,,17.2,,,,,,,,18.7,,
NAM,,,,,,,23.7,,,,,,23.7,,,,,,,
NER,,,,,15,,,,,,,,15.4,,,,,,15.6,
NGA,15.8,,,,,15.6,,,,14.8,,,,,15.5,,,,,15.5
MDA,,,,,,,,,,,,20.8,,,,,,,,
RWA,,,,,,,20,,,,,19.9,,,,,20.1,,,
STP,,,,,,,,,,,,,,,18.2,,,,,
SEN,,,,16.5,,,,,,,,17.1,,,,,17.9,,,
SLE,,,,,,,,,,,,,,,16.4,,,,,17.5
ZAF,,,,,21.4,,,,,,,,,,,,,,,
SDN,16.2,,,,,,,,,,,,,,,,,,,
SWZ,,,,,,,,,,,,,22.5,,,,,,,
TJK,,,,,,,,,,,,,,,,,,,19.7,
TZA,,,17,,,16.7,,,,,17.5,,,,,,17.7,,,
TGO,,,,,18.4,,,,,,,,,,,,,,,
TUR,,,,,17.6,,,,,,,,,,,,,,,
TKM,,,,,,,21.1,,,,,,,,,,,,,
UGA,,16.6,,,,,17,,,,,,17.1,,,,,16.9,,
UZB,,,17.5,,,,,,,,,,,,,,,,,
YEM,,,,15.8,,,,,,,,,,,,,,,,
ZMB,,,16.7,,,,,,16.8,,,,,17.3,,,,,,
ZWE,,,,,,17.8,,,,,,17.7,,,,,17.7,,,
# Series: FEMAGENE,,,,,,,,,,,,,,,,,,,,
"# Name: Median age at first marriage, female, no education",,,,,,,,,,,,,,,,,,,,
"# Definition: The median age at first marriage is the median age of women at first marriage if subject throughout their lives to the age-specific marriage rates of first marriages only in a given year (ages 25-49), by highest educational level of respondent",,,,,,,,,,,,,,,,,,,,
# Source: DHS Household Surveys,,,,,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,,,,
