ISO,1995,1996,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
BEN,,0.1,,,,,,,,,,,,
BOL,,,,,,,0.4,,,,,3,,
BRA,,1.2,,,,,,,,,,,,
BFA,,,,,,,3.5,,,,,,,
CMR,,,,,,,,0.4,,,,,,
CAF,0.5,,,,,,,,,,,,,
COM,,0.3,,,,,,,,,,,,
ERI,1.6,,,,,,,,,,,,,
GUY,,,,,,,,,,,,,0.3,
HTI,,,,,,,,,,0.9,,,,
KEN,,,3.8,,,,2.4,,,,,,2.5,
LSO,,,,,,,,0.2,,,,,0.5,
LBR,,,,,,,,,,,0.2,,,
MWI,,,,3.2,,,,1.6,,,,,,1.2
MLI,,1.1,,,2.3,,,,,0.1,,,,
MRT,,,,,0.9,,,,,,,,,
NER,,,0.7,,,,,,,0.9,,,,
NGA,,,,,,,0.1,,,,,,,
PER,,1.8,,,,,,,,,,,,
SLE,,,,,,,,,,,,0.1,,
TZA,,,,,,,,,0.4,,,,,
TLS,,,,,,,,,,,,,,0.4
TGO,,,0.2,,,,,,,,,,,
TUR,,,3.4,,,,,,,,,,,
UGA,0.3,,,,,,,,,0.1,,,,
ZMB,,3.2,,,,4.9,,,,,,,,
# Series: OMDHHDHS,,,,,,,,,,,,,,
"# Name: Occupation - domestic and household work, Male",,,,,,,,,,,,,,
# Definition: Percent distribution of men employed in the 12 months before the survey in domestic and household work.,,,,,,,,,,,,,,
# Source: DHS Household Surveys,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,
