ISO,1997,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2010
ARM,,,,,,5.1,,,,,,
BEN,,,,,,46,,,,,,
BTN,,,,,,35,,,,,,
BOL,,,,,26.3,,,19.9,,,,
BRA,,,,,,,,,,,4.2,
BFA,,,,,,56.6,,,,,,
BDI,,86.7,,,,,,,,,,
KHM,,,,,,,37.4,,,,,
CMR,,,,11.5,,,,,,,,
CPV,,,,,21.7,,,,,,,
COL,,,,,,20.2,,,,,,
COG,,,,,,,,58.7,,,,
CIV,,,,,26.5,,,,,,,
DOM,,,5,,,,,,,,,
SLV,,,,,,14.3,,,,,,
GAB,,,,,,,,4.9,,,,
GHA,,39.7,,,,,,,,,,
GTM,,,9.2,,,,,,13.3,,,
GIN,,,,,,65.1,,,,,,
IND,,,,,,,,40.8,,,,33.6
IDN,,,,,31,,,,,,,
JOR,,,,,1.2,,,,,,,
KAZ,,,,,,3.2,,,,,,
LSO,,,,,36.7,,,,,,,
LBR,,,,,,,,,,86.3,,
MDG,,,,,,,,68.2,,,,
MWI,,,,,,,70.3,,,,,
MLI,,,,,,,,,54.9,,,
MEX,,,,,,,1.8,,,,,
MAR,,6.1,,,,,,,,,,
MOZ,,,,,,73.3,,,,,,
NPL,,,,,,49.5,,,,,,
NIC,,12.9,,15.3,,,,12.7,,,,
NER,,,,,,,,48.1,,,,
NGA,,,,,,,66.7,,,,,
PAK,,,,,,,,19.5,,,,
PAN,17.7,,,,,,,,,,,
PRY,,,,,17.4,,,,,,,
PER,,,,,14.1,,,,9.4,,,
PHL,,,,,,22.3,,,,,,
SEN,,,,52.6,,,,,,,,
SLE,,,,,,61.4,,,,,,
ZAF,,,19.1,,,,,,,,,
LKA,,,,,13.4,,,,,,,
TJK,,,,,,35.2,,,,,,
THA,,,,,1.8,,,,,,,
TLS,,,,47.5,,,,,,,,
TGO,,,,,,,,,41,,,
TUR,,,,,1.1,,,,,,,
UGA,,,,,,,,46.9,,,,
VNM,,,,,,,33.3,,25.2,,,
ASE,,,,,,,,30.15,,,,33.6
SAM,,,,,,,,19.5,,,,33.6
SAE,,,,,,,,32.5416,,,,25.0934
# Series: EECYTOEP,,,,,,,,,,,,
"# Name: Youth employment by economic class, extremely poor, Total",,,,,,,,,,,,
"# Definition: The share of extremely poor (<US$1.25, PPP) male and female youths in total employment",,,,,,,,,,,,
# Source: International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,
