ISO,1996,1998,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
AFG,-2.54,-2.57,-2.57,-2.21,-2.26,-2.3,-2.09,-2.23,-2.4,-2.69,-2.7,-2.55,-2.48,-2.39,-2.47
ALB,-0.43,-0.66,-0.65,-0.39,-0.33,-0.45,-0.49,-0.49,-0.2,-0.03,-0.05,-0.19,-0.29,-0.16,0.06
DZA,-1.86,-1.96,-1.5,-1.7,-1.78,-1.37,-0.93,-1.12,-1.13,-1.09,-1.22,-1.26,-1.36,-1.32,-1.17
AGO,-2.11,-2.35,-2.09,-1.62,-1.03,-1.04,-0.89,-0.54,-0.7,-0.35,-0.37,-0.22,-0.36,-0.38,-0.37
ATG,0.65,0.65,0.64,0.72,0.85,1.15,0.85,0.84,0.83,0.84,0.75,0.93,0.98,0.99,0.98
ARG,0.02,-0.18,0.05,-0.86,-0.38,-0.57,-0.01,0.02,0.12,-0.07,-0.24,-0.09,0.14,0.08,0.06
ARM,-0.52,-0.76,-0.8,-0.36,0.21,-0.12,-0.06,-0.28,0.11,-0.02,0.23,0.03,-0.09,0.11,0.07
AUS,1.33,1.01,1.26,1.11,0.85,0.92,0.88,0.92,0.93,0.95,0.83,0.87,0.93,1,1.02
AUT,1.33,1.07,0.79,1.28,0.95,1.07,1.1,1.08,1.28,1.34,1.17,1.12,1.18,1.32,1.34
AZE,-0.92,-0.83,-0.93,-1.29,-1,-1.09,-1.11,-1.08,-0.65,-0.33,-0.29,-0.25,-0.53,-0.69,-0.41
BHS,0.98,1,1.19,0.9,0.82,0.92,0.96,0.85,0.75,0.8,0.86,0.99,1.1,1.17,1.12
BHR,-0.41,-0.26,-0.02,0.19,0.43,0.29,-0.02,-0.39,-0.24,-0.24,-0.16,-0.51,-0.96,-1.14,-1.34
BGD,-0.61,-0.45,-0.77,-1.08,-1.14,-1.38,-1.84,-1.48,-1.5,-1.48,-1.54,-1.4,-1.39,-1.35,-1.61
BRB,0.96,1,1.05,0.99,0.91,1.15,1.15,0.94,1.09,1.1,1.06,1.09,1.28,1.22,1.29
BLR,0,0.02,0.06,0.23,0.68,0.16,0.35,0.13,0.31,0.5,0.47,-0.13,-0.12,0.02,-0.03
BEL,1.21,0.97,1.05,1.17,0.84,0.7,0.78,0.85,0.77,0.62,0.79,0.78,0.93,0.9,0.92
BLZ,0.46,0.5,0.11,0.34,0.47,0.44,0.11,0.05,0.16,0.18,0.03,0.06,0.15,0.18,0.17
BEN,0.96,0.66,0.72,0.74,0.67,0.26,0.45,0.52,0.33,0.33,0.38,0.22,0.29,0.32,0.28
BTN,0.62,0.44,0.41,0.6,0.91,1.17,1.3,1.31,0.62,0.75,0.82,0.77,0.86,0.81,0.8
BOL,-0.25,-0.29,-0.31,-0.39,-0.86,-0.69,-0.98,-0.82,-0.84,-0.71,-0.53,-0.44,-0.44,-0.5,-0.35
BIH,-0.64,-0.63,-0.59,-0.25,-0.44,-0.03,-0.47,-0.42,-0.6,-0.51,-0.65,-0.7,-0.84,-0.54,-0.37
BWA,0.92,0.87,0.96,0.79,1.08,0.89,1.06,0.96,0.98,0.98,0.93,0.96,1.05,1.08,1.06
