ISO,1997,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2010
ARM,,,,,,50.4,,,,,,
BEN,,,,,,21.4,,,,,,
BTN,,,,,,23.9,,,,,,
BOL,,,,,20.7,,,21.2,,,,
BRA,,,,,,,,,,,13.9,
BFA,,,,,,15.8,,,,,,
BDI,,3.1,,,,,,,,,,
KHM,,,,,,,25.6,,,,,
CMR,,,,42.6,,,,,,,,
CPV,,,,,32.6,,,,,,,
COL,,,,,,30.5,,,,,,
COG,,,,,,,,16.2,,,,
CIV,,,,,28.8,,,,,,,
DOM,,,21,,,,,,,,,
SLV,,,,,,26.8,,,,,,
GAB,,,,,,,,33,,,,
GHA,,28.4,,,,,,,,,,
GTM,,,28,,,,,,26.6,,,
GIN,,,,,,11.6,,,,,,
IND,,,,,,,,15.2,,,,21.2
IDN,,,,,26.1,,,,,,,
JOR,,,,,23.9,,,,,,,
KAZ,,,,,,41.5,,,,,,
LSO,,,,,24.5,,,,,,,
LBR,,,,,,,,,,3.3,,
MDG,,,,,,,,8.9,,,,
MWI,,,,,,,7.8,,,,,
MLI,,,,,,,,,16.7,,,
MEX,,,,,,,16.9,,,,,
MAR,,40.5,,,,,,,,,,
MOZ,,,,,,6.6,,,,,,
NPL,,,,,,18.8,,,,,,
NIC,,39.3,,38.3,,,,40.5,,,,
NER,,,,,,,,20.2,,,,
NGA,,,,,,,15,,,,,
PAK,,,,,,,,31.5,,,,
PAN,17.9,,,,,,,,,,,
PRY,,,,,23.6,,,,,,,
PER,,,,,23.6,,,,28.8,,,
PHL,,,,,,27.9,,,,,,
SEN,,,,14.1,,,,,,,,
SLE,,,,,,13,,,,,,
ZAF,,,21.1,,,,,,,,,
LKA,,,,,43.1,,,,,,,
TJK,,,,,,27.4,,,,,,
THA,,,,,32.2,,,,,,,
TLS,,,,25.4,,,,,,,,
TGO,,,,,,,,,25.5,,,
TUR,,,,,35.3,,,,,,,
UGA,,,,,,,,18.3,,,,
VNM,,,,,,,26.1,,33.4,,,
ASE,,,,,,,,23.35,,,,21.2
SAM,,,,,,,,15.2,,,,21.2
SAE,,,,,,,,14.7363,,,,15.8328
# Series: EECYFENP,,,,,,,,,,,,
"# Name: Youth employment by economic class, near poor, Female",,,,,,,,,,,,
"# Definition: The share of near poor (between US$2 and US$4, PPP) female youth in total employment",,,,,,,,,,,,
# Source: International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,
