ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
ALB,,,,,,,,,,,,,,,15.1,,
ARM,,,,,,3.5,,,,,2.2,,,,,,
AZE,,,,,,,,,,,,7.3,,,,,
BEN,,13,,,,,14.6,,,,,23.3,,,,,
BOL,,,,7.9,,,,,8.1,,,,,8.2,,,
BRA,,2,,,,,,,,,,,,,,,
BFA,,,,,33.5,,,,51.3,,,,,,,,
KHM,,,,,,19,,,,,19.5,,,,,,
CMR,,,,33.9,,,,,,26,,,,,,,
CAF,13.8,,,,,,,,,,,,,,,,
TCD,,,20.1,,,,,,,30.6,,,,,,,
COL,1.9,,,,,,,,,,,,,,,,
COM,,9.7,,,,,,,,,,,,,,,
COG,,,,,,,,,,,8.9,,,,,,
CIV,,,,,31.6,,,,,,,,,,,,
COD,,,,,,,,,,,,,23.5,,,,
DOM,,0.7,,,0.7,,,0.2,,,,,0.2,,,,
EGY,6.6,,,,,8.3,,,,,13.9,,,3,,,
ERI,5.4,,,,,,,3.3,,,,,,,,,
ETH,,,,,,1.3,,,,,11.4,,,,,,
GAB,,,,,,8,,,,,,,,,,,
GHA,,,,17.5,,,,,14.3,,,,,10.3,,,
GTM,0.3,,,,1.1,,,,,,,,,,,,
GIN,,,,,25,,,,,,20.2,,,,,,
GUY,,,,,,,,,,,,,,,1.2,,
HTI,,,,,,2.5,,,,,,2.7,,,,,
HND,,,,,,,,,,,,2.7,,,,,
IND,,,,,,,,,,,,10.4,,,,,
IDN,,,,,,,,,4,,,,4.2,,,,
JOR,,,1.4,,,,,,,,,,,,,,
KAZ,0.1,,,,0.1,,,,,,,,,,,,
KEN,,,,12,,,,,13.4,,,,,,6.7,,
KGZ,,,10.6,,,,,,,,,,,,,,
LSO,,,,,,,,,,11.6,,,,,8.4,,
LBR,,,,,,,,,,,,,15.6,,,,
MDG,,,23.7,,,,,,,20.9,,,,,18.8,,
MWI,,,,,,19.2,,,,12.5,,,,,,12.6,
MLI,,26.8,,,,,23,,,,,,,,,,
MRT,,,,,,,9.5,,,,,,,,,,
MAR,,,,,,,,,,12.4,,,,,,,
MOZ,,,10,,,,,,23.7,,,,,,,,
NAM,,,,,,3.3,,,,,,,3.1,,,,
NPL,,17.3,,,,,,,,,,36.5,,,,,
NIC,,,,0.9,,,0.5,,,,,,,,,,
NER,,,,17.8,,,,,,,,15.3,,,,,
NGA,,,,,11.2,,,,10,,,,,10.9,,,
PER,,3.1,,,,7.4,,,,,,10,,9.1,9.4,4.9,6.8
PHL,,,,2,,,,,1.2,,,,,1.6,,,
RWA,,,,,,22.8,,,,,25.8,,,,,,
SEN,,,,,,,,,,,8.5,,,,,,
SLE,,,,,,,,,,,,,,17.7,,,
SWZ,,,,,,,,,,,,,1.2,,,,
TZA,,,,,44.3,,,,,,57.3,,,,,,
TLS,,,,,,,,,,,,,,,,2.9,
TGO,,,,20.8,,,,,,,,,,,,,
TUR,,,,31.5,,,,,,,,,,,,,
TKM,,,,,,0.1,,,,,,,,,,,
UGA,46.4,,,,,,39,,,,,32.3,,,,,
UKR,,,,,,,,,,,,,0.1,,,,
UZB,,0.2,,,,,,,,,,,,,,,
ZMB,,12.8,,,,,,17.3,,,,,8.9,,,,
ZWE,,,,,26,,,,,,,7.9,,,,,
ASE,,,,,,,,,,,,23.45,,,,,
SAM,,,,,,,,,,,,10.4,,,,,
SAE,,,,,,,,,,,,8.38783,,,,,
# Series: AFFAMDHS,,,,,,,,,,,,,,,,,
"# Name: Occupation - family land agriculture, Female",,,,,,,,,,,,,,,,,
# Definition: Percent distribution of women employed in family land agriculture in the 12 months before the DHS survey.,,,,,,,,,,,,,,,,,
# Source: DHS Household Surveys,,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,
