ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
AFG,,,,,,,,,,,,,,,,16.1,14.6
ALB,,,,,,,,41.1,,,,,,,66.8,,
AGO,,31.5,,,,,,,,,,,,,,,
ARG,,,,,,,,,,,89.3,,,,,,
ARM,,,,,,64.7,,,,,70.9,,,,,92.8,
AUS,,,,,,,,,,,,,,92,,,
AZE,,,,,,,30.4,,,,,45.2,,,,,
BGD,,,5.8,,,10.5,11.6,,,15.9,,,20.6,,,23.4,25.5
BEN,,53.7,,,,,61.6,,,,,60.5,,,,,
BTN,,,,,,,,,,,,,,,,77.3,
BOL,,,,48,,,,,57.9,,,,,72.1,,,
BWA,,,,,,,,,,,,,73.3,,,,
BRA,,75.9,,,,,,,,,87,89,88.7,,90.5,,
BFA,,,,,22.7,,,,17.6,,,,,,,33.7,
BDI,,,,,,,,,,,,,,,,33.4,
KHM,,,,,,8.9,,,,,27,,,,,59.4,
CMR,,,,52.4,,,,,,60.4,,,,,,,
CAN,,,,,,,,,,,,,99,,,,
CPV,,,,63.9,,,,,,,72.3,,,,,,
CAF,39.7,,,,,,,,,,,,,,,38.1,
TCD,,,14.8,,,,,,,17.8,,,,,,23.1,
COL,,,,,,81,,,,,83.1,,,,,88.6,
COM,,52,,,,,,,,,,,,,,,
COG,,,,,,,,,,,74.7,,,,,,
CRI,,,,,,,,,,,,,,85.8,,,
CIV,,,,,35.6,,,,,,45.3,,,,,,
CUB,,,,,,,,,,,,,,,99,100,100
PRK,,,,,,,,,,,,,,,93.5,,
COD,,,,,,,,,,,,,46.7,,,44.7,
DJI,,,,,,,,7.1,,,,,,,,,
DOM,,87.6,,,,,,93.5,,,,,94.5,,,,
ECU,,,,,,,,,,57.5,,,,,,,
EGY,28.3,,31.8,33.1,,36.7,,,55.6,,58.5,,,66,,,
SLV,,,,,,,,,71.2,,,,,78.3,,,
ERI,26.6,,,,,,,40.9,,,,,,,,,
ETH,,,,,,10.4,,,,,12.2,,,,,,19.1
GAB,,,,,,63.3,,,,,,,,,,,
GMB,,,,,,,,,,,,,,,,72,
GEO,,,,,,,,,,,75,,,,,90.2,
