ISO,2004,2005,2006,2008,2009,2010
ARG,,,,,64.4,
ARM,,,,,38.6,
BOL,,,87.6,,,
BRA,,,,,45,
CHN,,,,,,59.6
COL,,,,,,70.3
CRI,,,,,54.8,
CIV,,,,92.5,,
DOM,,,,,60.5,
ECU,,,,,69.5,
EGY,,,,,84.4,
SLV,,,,,82,
HND,,,,,83.3,
IND,,,,,97.2,
IDN,,,,,90.9,
KGZ,,,,,92.9,
LBR,,,,,,77
MKD,,,,,,13
MUS,,,,,21.8,
MEX,,,,,65.8,
NAM,,,,58.1,,
NIC,,,,81.4,,
PAK,,,,,96.1,
PAN,,,,,50.3,
PRY,,,,,78.6,
PER,,,,,85.6,
PHL,,,,86.7,,
MDA,,,,,24.9,
RUS,,,,,,16.9
SRB,,,,,,7.2
ZAF,,,,,,42.7
LKA,,,,,78.2,
TZA,,79.3,,,,
THA,,,,,,66.1
TUR,,,,,39.6,
UGA,,,,,,86
UKR,,,,,16.3,
URY,,,,,51.8,
VEN,,,,,60.7,
VNM,,,,,75.8,
ZMB,,,,93.4,,
ZWE,42.5,,,,,
AAE,,,,,,62.85
AME,,,,,65.5615,
LMA,,,,,70.525,
ASE,,,,,90.5,
UMA,,,,,,43.15
EAM,,,,,,59.6
LCM,,,,,64.4,
LMM,,,,,78.6,
SAM,,,,,96.1,
UMM,,,,,,42.7
EAE,,,,,,38.5133
LCE,,,,,45.9791,
LMW,,,,,71.0504,
SAE,,,,,84.0839,
UMW,,,,,,38.1159
# Series: TSIETOIE,,,,,,
"# Name: Informal employment in trade, Total",,,,,,
"# Definition: Informal employment in trade, total (Share of informal employment by kind)",,,,,,
# Source: Informal Economy 2012 Country Data,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,
