ISO,1999,2000,2001,2002,2003,2004,2005,2006,2007,2009,2010,2012
ARM,,81.9,,,,,,,,,,
BGD,,,,,,56.4,,,67.5,,,
BEN,,,40,,,,,59.8,,,,
BOL,,,,,87.3,,,,,,,
BFA,,,,,30.2,,,,,,,
KHM,,,,,,,23.7,,,,,
CMR,,,,,,51.4,,,,,,
COL,,90.7,,,,,91.6,,,,91.5,
COD,,,,,,,,,50.9,,,
EGY,,80.2,,,,,,,,,,
ERI,,,,93.1,,,,,,,,
GHA,,,,,63.8,,,,,,,
GIN,,,,,,,52,,,,,
HTI,,39.4,,,,,,,,,,
IDN,,,,90.6,,,,,88.5,,,
KEN,,,,,65.6,,,,,,,
LSO,,,,,,73,,,,,,
MDG,,,,,80.2,,,,,,,
MWI,,46.2,,,,44.6,,,,,,
MLI,,,24.1,,,,,23.2,,,,
MAR,,,,,60.3,,,,,,,
MOZ,,,,,69.7,,,,,,,
NPL,,,45.5,,,,,59.9,,,,
NIC,,,76.5,,,,,,,,,
NER,,,,,,,,38,,,,
NGA,,,,,35.4,,,,,,,
PER,,85.3,,,,78.2,,,82.3,62.8,47.7,48.8
PHL,,,,,93,,,,,,,
RWA,,66.3,,,,,60.2,,,,,
SEN,,,,,,,34.9,,,,,
TZA,,,,,,69.2,,,,,,
TKM,,78.1,,,,,,,,,,
UGA,,70.4,,,,,,,,,,
ZMB,,,54.4,,,,,,,,,
ZWE,64.9,,,,,,46.2,,,,,
# Series: HEPAFEFC,,,,,,,,,,,,
"# Name: Women's participation in decision-making of own healthcare, employed for cash",,,,,,,,,,,,
"# Definition: A measue of women's agency: women's autonomy in household decision making, final say in own health care by employment status",,,,,,,,,,,,
# Source: DHS Household Surveys,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,
