ISO,1990,1995,2000,2005,2010
AFG,632.55,1544.65,870.92,447.55,1266.22
DZA,,806.51,232.38,,
AGO,171.26,,40.2,,
ATG,,5309.54,,,
BGD,,64.89,,,
BLZ,,622.94,23.62,2.49,
BTN,,,1925.11,,
BIH,,14809.3,,,
BWA,,69.39,,,
BDI,,149.38,194.89,25.26,
KHM,260.51,348.52,149.46,,
TCD,2331.05,16.66,724.83,53.61,
CHL,,,,,206.5
COL,24.91,22.7,482.25,281.56,109.3
CIV,,,,,42.67
HRV,,490.52,,,
PRK,,,155960,,
COD,,59.03,350.24,,
DMA,,7.95,,,
ECU,,8.9,,,
SLV,94.17,21.43,26.02,40.57,
ERI,,,78698.5,,
ETH,5876.85,89.7,,,
GEO,,423.38,,,
GHA,,95.12,,,
GTM,63.36,31.87,28.57,504.93,83.45
GIN,,,166.13,,
GUY,,,71.55,1418.14,
HTI,,,,139.77,133028
HND,,,,,153.91
ISL,,45.04,,,
IRN,4051.97,35.69,58.15,242.65,
IRQ,516.15,436.27,71.39,6775.55,313.19
ISR,24.49,17.12,9.42,14.56,
JPN,,13.31,,,
LAO,92.63,,,,
LBN,3578,56.09,,,
LSO,72.88,,,,
LBR,8395.41,2425.94,110.42,,
MDG,92.39,,,,
MLI,225.85,,,,
MNG,886.14,,,,
MAR,,7964.67,,,
MOZ,714.08,,240.88,,
MMR,131.38,169.9,,,
NPL,,80.01,113.34,296.45,
NIC,83.48,,,,183.56
NER,166.6,,,,
PAK,,,,2867.18,259.14
PNG,137.71,,,,
PER,420.33,,,,
PHL,58.13,12.31,14.13,,
RUS,,12.48,8.84,,
RWA,2155.61,66096.5,100.82,,100.97
LCA,,,,,2140.04
WSM,250.58,22.45,42.96,325.33,
SEN,,209.03,,,
SLE,,1364.04,225.35,,
SOM,2360.1,382.45,135.72,201.88,1634.95
ZAF,139.41,,,,
LKA,1426.02,135.35,358.69,,
SDN,1014.79,287.85,587.94,236.46,212.06
TJK,,1191.41,,,137.63
THA,,800.66,,,
TGO,,,,450.27,
TON,49.73,,,,
TTO,6.96,,,,
TUR,,1098.91,,,
UGA,278.16,161.51,304.15,146.71,
UKR,,,6.17,,
LIA,,4942.97,,,
LIM,,169.9,,,
LIW,,791.754,,,
WLD,,133.39,648.49,94.04,227.87
HIC,,1.54,0.08,0.16,3.2
# Series: WDDLPCMA,,,,,
"# Name: War and disaster related DALYs, male",,,,,
"# Definition: The mean Disability Adjusted Life Years (DALY) rate per 100,000 attributable to risk factor/mortality cause",,,,,
# Source: Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,
