ISO,1990,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,,,,,,,,,15.9,,,,,
ARM,,,,,,,20.3,,,,,20.8,,,,,13.7,,,
AZE,,,,,,,,,,,,,15.5,,,,,,,
BGD,,,,22.1,,,22.3,,,,16,,,17.1,,,,13.8,,
BEN,,,25,,,,,23.1,,,,,28.8,,,,,,32.1,
BOL,,,,,46.9,,,,,37.4,,,,,34.2,,,,,
BRA,,,23.5,,,,,,,,,,,,,,,,,
BFA,,,,,,30.4,,,,29.4,,,,,,,24.6,,,
BDI,,,,,,,,,,,,,,,,,32,,,
KHM,,,,,,,42.7,,,,,31.4,,,,,21.1,,,
CMR,,,,,20.7,,,,,,19.8,,,,,,,26,,
TCD,,,,17.6,,,,,,,17.6,,,,,,,,,
COL,28,20.9,,,,,15.5,,,,,13.5,,,,,11.8,,,
COM,,,47.5,,,,,,,,,,,,,,,,42.1,
COG,,,,,,,,,,,,22.1,,,,,,,,
CIV,,,,,28.7,,,,,,,,,,,,,,30.5,
COD,,,,,,,,,,,,,,27.3,,,,,,28.4
DOM,,,21.6,,,18.2,,,17.4,,,,,15.1,,,,,,13.3
EGY,,28.1,,,,,19,,,,,15.6,,,15.3,,,,,
ERI,,26.5,,,,,,,29.2,,,,,,,,,,,
ETH,,,,,,,39,,,,,35.8,,,,,,31.9,,
GAB,,,,,,,33.2,,,,,,,,,,,,32.7,
GHA,,,,,37.4,,,,,41.7,,,,,36.9,,,,,
GTM,,40.1,,,,36,,,,,,,,,,,,,,
GIN,,,,,,22.5,,,,,,19.6,,,,,,,21.6,
GUY,,,,,,,,,,,,,,,,38.4,,,,
HTI,,,,,,,44.5,,,,,,44.2,,,,,,35.8,
HND,,,,,,,,,,,,24.4,,,,,,13.7,,
IND,,,,,,20.5,,,,,,,19.1,,,,,,,
IDN,,,,16.9,,,,,,16.2,,,,16.7,,,,,13.5,
JOR,32.5,,,27.2,,,,,20.6,,,,,17.2,,15.9,,,16.5,
KAZ,,18.8,,,,14.6,,,,,,,,,,,,,,
KEN,,,,,40.8,,,,,35,,,,,38.4,,,,,
KGZ,,,,13.9,,,,,,,,,,,,,,,15.7,
LSO,,,,,,,,,,,42.9,,,,,37.2,,,,
LBR,,,,,,,,,,,,,,32.5,,,,,,35.1
MDG,,,,34.5,,,,,,,28.3,,,,23.1,,,,,
MWI,,,,,,,32.8,,,,33,,,,,,30,,,
MDV,,,,,,,,,,,,,,,,28.8,,,,
MLI,,,23.6,,,,,30.3,,,,,28.6,,,,,,25.1,
MRT,,,,,,,29.9,,,,,,,,,,,,,
MAR,,,,,,,,,,12.9,,,,,,,,,,
MOZ,,,,26,,,,,,17.8,,,,,,,,27.7,,
NAM,,,,,,,27.8,,,,,,32.8,,,,,,,
NPL,,,38.2,,,,,33.7,,,,,32.1,,,,,31.9,,
NIC,,,,,29.1,,,25.2,,,,,,,,,,,,
NER,,,,,19.1,,,,,,,,16,,,,,,17.7,
NGA,19.4,,,,,,,,,16.3,,,,,18.5,,,,,14.3
PAK,,,,,,,,,,,,,31.4,,,,,,24.5,
PRY,27.2,,,,,,,,,,,,,,,,,,,
PER,,,31.6,,,,24.7,,,,21.4,,,21.4,,15.8,16.1,14.4,13.5,
PHL,,,,,34.9,,,,,30.5,,,,,28.1,,,,,21.3
MDA,,,,,,,,,,,,8.5,,,,,,,,
RWA,,,,,,,37.6,,,,,41.2,,,,,25.9,,,
STP,,,,,,,,,,,,,,,44,,,,,
SEN,,,,34,,,,,,,,30.5,,,,,30.5,,,
SLE,,,,,,,,,,,,,,,27.6,,,,,23.8
ZAF,,,,,27.7,,,,,,,,,,,,,,,
SWZ,,,,,,,,,,,,,34.5,,,,,,,
TJK,,,,,,,,,,,,,,,,,,,26.8,
TZA,,,29.1,,,24.6,,,,,26.3,,,,,,26.9,,,
TLS,,,,,,,,,,,,,,,,35.7,,,,
TGO,,,,,38.7,,,,,,,,,,,,,,,
TUR,,,,,25.4,,,,,,,,,,,,,,,
TKM,,,,,,,12,,,,,,,,,,,,,
UGA,,25.8,,,,,35.1,,,,,,42.8,,,,,42.3,,
UKR,,,,,,,,,,,,,,14,,,,,,
UZB,,,16.8,,,,,,,,,,,,,,,,,
VNM,,,,12.4,,,,,9.2,,,,,,,,,,,
YEM,,,,42,,,,,,,,,,,,,,,,
ZMB,,,23.2,,,,,,27.9,,,,,27,,,,,,
ZWE,,,,,,18.6,,,,,,23.6,,,,,17.2,,,
# Series: UNCOFELQ,,,,,,,,,,,,,,,,,,,,
"# Name: Unmet need for contraception, female, lowest income quintile",,,,,,,,,,,,,,,,,,,,
"# Definition: Unmet need for contraception is the percentage of fertile, married women of reproductive age who do not want to become pregnant and are not using contraception, by household wealth index",,,,,,,,,,,,,,,,,,,,
# Source: DHS Household Surveys,,,,,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,,,,
