ISO,1997,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2010
ARM,,,,,,46.7,,,,,,
BEN,,,,,,18.3,,,,,,
BTN,,,,,,28.4,,,,,,
BOL,,,,,28,,,28.9,,,,
BRA,,,,,,,,,,,16.2,
BFA,,,,,,13.4,,,,,,
BDI,,2.7,,,,,,,,,,
KHM,,,,,,,24.7,,,,,
CMR,,,,37.8,,,,,,,,
CPV,,,,,32,,,,,,,
COL,,,,,,29,,,,,,
COG,,,,,,,,16.5,,,,
CIV,,,,,30.6,,,,,,,
DOM,,,27.3,,,,,,,,,
SLV,,,,,,25.7,,,,,,
GAB,,,,,,,,34.3,,,,
GHA,,20.1,,,,,,,,,,
GTM,,,33.5,,,,,,28.5,,,
GIN,,,,,,9.3,,,,,,
IND,,,,,,,,20.1,,,,24
IDN,,,,,23.3,,,,,,,
JOR,,,,,31.6,,,,,,,
KAZ,,,,,,44.9,,,,,,
LSO,,,,,22.5,,,,,,,
LBR,,,,,,,,,,3.9,,
MDG,,,,,,,,9.1,,,,
MWI,,,,,,,8.5,,,,,
MLI,,,,,,,,,15.1,,,
MEX,,,,,,,16.8,,,,,
MAR,,44.5,,,,,,,,,,
MOZ,,,,,,9.9,,,,,,
NPL,,,,,,20.1,,,,,,
NIC,,38.9,,38.6,,,,38,,,,
NER,,,,,,,,20.1,,,,
NGA,,,,,,,8.9,,,,,
PAK,,,,,,,,35.9,,,,
PAN,21.9,,,,,,,,,,,
PRY,,,,,26.9,,,,,,,
PER,,,,,29.9,,,,31.7,,,
PHL,,,,,,31.6,,,,,,
SEN,,,,16.9,,,,,,,,
SLE,,,,,,15.6,,,,,,
ZAF,,,21,,,,,,,,,
LKA,,,,,41.5,,,,,,,
TJK,,,,,,25.6,,,,,,
THA,,,,,38.8,,,,,,,
TLS,,,,19.2,,,,,,,,
TGO,,,,,,,,,18,,,
TUR,,,,,31.1,,,,,,,
UGA,,,,,,,,21.4,,,,
VNM,,,,,,,28,,36.6,,,
ASE,,,,,,,,28,,,,24
SAM,,,,,,,,20.1,,,,24
SAE,,,,,,,,18.8664,,,,17.9239
# Series: EECYMANP,,,,,,,,,,,,
"# Name: Youth employment by economic class, near poor, Male",,,,,,,,,,,,
"# Definition: The share of near poor (between US$2 and US$4, PPP) male youth in total employment",,,,,,,,,,,,
# Source: International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,
