ISO,1990,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,,,,,,,,,8.6,,,,,
ARM,,,,,,,17.1,,,,,16.3,,,,,10.5,,,
AZE,,,,,,,,,,,,,10.9,,,,,,,
BGD,,,,15.6,,,14.5,,,,13.1,,,15.1,,,,12.6,,
BEN,,,31.1,,,,,31.1,,,,,23.5,,,,,,33,
BOL,,,,,9.8,,,,,10.8,,,,,9.4,,,,,
BRA,,,5.8,,,,,,,,,,,,,,,,,
BFA,,,,,,29.1,,,,23.1,,,,,,,20.5,,,
BDI,,,,,,,,,,,,,,,,,29.5,,,
KHM,,,,,,,22.1,,,,,17.2,,,,,12,,,
CMR,,,,,17.4,,,,,,16.6,,,,,,,18.9,,
TCD,,,,22.9,,,,,,,24.6,,,,,,,,,
COL,6.4,6.8,,,,,7.7,,,,,4.5,,,,,5.5,,,
COM,,,24,,,,,,,,,,,,,,,,25,
COG,,,,,,,,,,,,16.6,,,,,,,,
CIV,,,,,22.3,,,,,,,,,,,,,,19.9,
COD,,,,,,,,,,,,,,28,,,,,,26.1
DOM,,,10.5,,,8.4,,,8.9,,,,,8.9,,,,,,7.2
EGY,,13.4,,,,,9.2,,,,,10.4,,,8.2,,,,,
ERI,,30.1,,,,,,,21.4,,,,,,,,,,,
ETH,,,,,,,30.8,,,,,26.3,,,,,,15,,
GAB,,,,,,,22.2,,,,,,,,,,,,20.5,
GHA,,,,,25,,,,,24.6,,,,,24.3,,,,,
GTM,,9.8,,,,12.2,,,,,,,,,,,,,,
GIN,,,,,,25.8,,,,,,23.1,,,,,,,27.4,
GUY,,,,,,,,,,,,,,,,24.3,,,,
HTI,,,,,,,33.9,,,,,,31.5,,,,,,31,
HND,,,,,,,,,,,,12.2,,,,,,9.6,,
IND,,,,,,12.1,,,,,,,9.6,,,,,,,
IDN,,,,11.6,,,,,,11.9,,,,12.6,,,,,12.3,
JOR,19.8,,,15.1,,,,,10.4,,,,,11.5,,11.6,,,10.7,
KAZ,,12.8,,,,9.1,,,,,,,,,,,,,,
KEN,,,,,15.4,,,,,19.6,,,,,18.3,,,,,
KGZ,,,,12.5,,,,,,,,,,,,,,,14.5,
LSO,,,,,,,,,,,19.5,,,,,13.3,,,,
LBR,,,,,,,,,,,,,,31.3,,,,,,26.6
MDG,,,,18.7,,,,,,,17.4,,,,16.4,,,,,
MWI,,,,,,,24.6,,,,25.2,,,,,,22,,,
MDV,,,,,,,,,,,,,,,,26.5,,,,
MLI,,,28.2,,,,,31,,,,,29.9,,,,,,23.4,
MRT,,,,,,,30.9,,,,,,,,,,,,,
MAR,,,,,,,,,,9.1,,,,,,,,,,
MOZ,,,,29.5,,,,,,18.7,,,,,,,,31.5,,
NAM,,,,,,,15.6,,,,,,11,,,,,,,
NPL,,,23.7,,,,,17,,,,,19.2,,,,,22.4,,
NIC,,,,,11,,,9.5,,,,,,,,,,,,
NER,,,,,21.6,,,,,,,,20.8,,,,,,15.9,
NGA,22.7,,,,,,,,,18.1,,,,,18.2,,,,,13
PAK,,,,,,,,,,,,,20.2,,,,,,15.3,
PRY,10.2,,,,,,,,,,,,,,,,,,,
PER,,,,,,,9.1,,,,9.6,,,9.8,,6.4,5.2,6.5,7.6,
PHL,,,,,17.7,,,,,19.1,,,,,20.1,,,,,17.9
MDA,,,,,,,,,,,,12.1,,,,,,,,
RWA,,,,,,,31.8,,,,,34.5,,,,,16.4,,,
STP,,,,,,,,,,,,,,,32.2,,,,,
SEN,,,,30.5,,,,,,,,29.3,,,,,27.8,,,
SLE,,,,,,,,,,,,,,,26.6,,,,,25
ZAF,,,,,6.8,,,,,,,,,,,,,,,
SWZ,,,,,,,,,,,,,17.2,,,,,,,
TJK,,,,,,,,,,,,,,,,,,,19.5,
TZA,,,19.2,,,20.3,,,,,19,,,,,,14.5,,,
TLS,,,,,,,,,,,,,,,,28.4,,,,
TGO,,,,,29.7,,,,,,,,,,,,,,,
TUR,,,,,7.5,,,,,,,,,,,,,,,
TKM,,,,,,,13.9,,,,,,,,,,,,,
UGA,,32.1,,,,,26,,,,,,25.2,,,,,22.9,,
UKR,,,,,,,,,,,,,,7,,,,,,
UZB,,,10.8,,,,,,,,,,,,,,,,,
VNM,,,,6.2,,,,,5.2,,,,,,,,,,,
YEM,,,,32,,,,,,,,,,,,,,,,
ZMB,,,25.3,,,,,,20.1,,,,,18.9,,,,,,
ZWE,,,,,,11.2,,,,,,9.9,,,,,10.8,,,
# Series: UNCOFEHQ,,,,,,,,,,,,,,,,,,,,
"# Name: Unmet need for contraception, female, highest income quintile",,,,,,,,,,,,,,,,,,,,
"# Definition: Unmet need for contraception is the percentage of fertile, married women of reproductive age who do not want to become pregnant and are not using contraception, by household wealth index",,,,,,,,,,,,,,,,,,,,
# Source: DHS Household Surveys,,,,,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,,,,
