ISO,1997,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2010
ARM,,,,,,16.6,,,,,,
BEN,,,,,,5,,,,,,
BTN,,,,,,11.1,,,,,,
BOL,,,,,32,,,31.9,,,,
BRA,,,,,,,,,,,52.2,
BFA,,,,,,2.3,,,,,,
BDI,,0.1,,,,,,,,,,
KHM,,,,,,,8.2,,,,,
CMR,,,,18.1,,,,,,,,
CPV,,,,,26.6,,,,,,,
COL,,,,,,34.6,,,,,,
COG,,,,,,,,4.6,,,,
CIV,,,,,21.1,,,,,,,
DOM,,,54.9,,,,,,,,,
SLV,,,,,,48.2,,,,,,
GAB,,,,,,,,43.6,,,,
GHA,,11,,,,,,,,,,
GTM,,,42.1,,,,,,34.2,,,
GIN,,,,,,2.3,,,,,,
IND,,,,,,,,1.9,,,,3.7
IDN,,,,,9.6,,,,,,,
JOR,,,,,50.1,,,,,,,
KAZ,,,,,,36.2,,,,,,
LSO,,,,,19.5,,,,,,,
LBR,,,,,,,,,,0.3,,
MDG,,,,,,,,0,,,,
MWI,,,,,,,1.3,,,,,
MLI,,,,,,,,,3.5,,,
MEX,,,,,,,57.4,,,,,
MAR,,26.4,,,,,,,,,,
MOZ,,,,,,0.7,,,,,,
NPL,,,,,,5.1,,,,,,
NIC,,33.7,,32.9,,,,34.7,,,,
NER,,,,,,,,6.1,,,,
NGA,,,,,,,5.7,,,,,
PAK,,,,,,,,5.6,,,,
PAN,46,,,,,,,,,,,
PRY,,,,,45.9,,,,,,,
PER,,,,,34.8,,,,39.1,,,
PHL,,,,,,31.1,,,,,,
SEN,,,,4.8,,,,,,,,
SLE,,,,,,2.6,,,,,,
ZAF,,,31,,,,,,,,,
LKA,,,,,19.9,,,,,,,
TJK,,,,,,6.1,,,,,,
THA,,,,,48.4,,,,,,,
TLS,,,,5.2,,,,,,,,
TGO,,,,,,,,,7.4,,,
TUR,,,,,48.5,,,,,,,
UGA,,,,,,,,5.7,,,,
VNM,,,,,,,6,,9,,,
ASE,,,,,,,,3.75,,,,3.7
SAM,,,,,,,,1.9,,,,3.7
SAE,,,,,,,,2.02129,,,,2.76327
# Series: EECYFEDM,,,,,,,,,,,,
"# Name: Youth employment by economic class, developing middle class, Female",,,,,,,,,,,,
"# Definition: The share of developing middle class (between US$4 and US$13, PPP) female youth in total employment",,,,,,,,,,,,
# Source: International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,
